Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature
2011,1,1,0,30,0,4,47.19,9
2011,1,1,1,30,0,7,49.96,9
2011,1,1,2,30,0,7,49.88,9
2011,1,1,3,30,0,8,49.95,9
2011,1,1,4,30,0,7,50.29,9
2011,1,1,5,30,0,7,51.01,9
2011,1,1,6,30,0,7,51.82,9
2011,1,1,7,30,192,3,50.34,10
2011,1,1,8,30,289,3,48.41,12
2011,1,1,9,30,888,1,39.87,14
2011,1,1,10,30,227,4,41.16,15
2011,1,1,11,30,429,3,45.14,16
2011,1,1,12,30,236,4,45.33,17
2011,1,1,13,30,44,8,47.67,16
2011,1,1,14,30,47,4,52.83,16
2011,1,1,15,30,36,4,57.97,15
2011,1,1,16,30,91,4,63.31,14
2011,1,1,17,30,143,4,71.16,13
2011,1,1,18,30,0,4,76.95,11
2011,1,1,19,30,0,4,83.38,11
2011,1,1,20,30,0,4,84.13,11
2011,1,1,21,30,0,4,91.17,10
2011,1,1,22,30,0,0,92.44,9
2011,1,1,23,30,0,0,99.23,9
2011,1,2,0,30,0,0,98.36,9
2011,1,2,1,30,0,0,97.23,8
2011,1,2,2,30,0,0,96.16,8
2011,1,2,3,30,0,0,100,8
2011,1,2,4,30,0,0,100,8
2011,1,2,5,30,0,0,98.42,7
2011,1,2,6,30,0,0,96.69,7
2011,1,2,7,30,297,0,83.25,9
2011,1,2,8,30,735,0,64.66,13
2011,1,2,9,30,888,0,51.71,16
2011,1,2,10,30,959,0,43.25,19
2011,1,2,11,30,993,0,36.05,20
2011,1,2,12,30,1002,0,32.18,21
2011,1,2,13,30,992,0,31.22,22
2011,1,2,14,30,961,0,32.94,21
2011,1,2,15,30,899,0,34.91,20
2011,1,2,16,30,778,0,37.69,18
2011,1,2,17,30,475,0,50.6,15
2011,1,2,18,30,0,0,63.1,13
2011,1,2,19,30,0,0,68.41,12
2011,1,2,20,30,0,0,73.3,11
2011,1,2,21,30,0,0,73.5,10
2011,1,2,22,30,0,0,78.63,10
2011,1,2,23,30,0,0,84.55,9
2011,1,3,0,30,0,0,85.11,8
2011,1,3,1,30,0,0,91.92,8
2011,1,3,2,30,0,0,92.81,8
2011,1,3,3,30,0,0,93.81,8
2011,1,3,4,30,0,0,94.91,8
2011,1,3,5,30,0,0,95.77,8
2011,1,3,6,30,0,0,96.19,8
2011,1,3,7,30,309,0,89.9,9
2011,1,3,8,30,748,0,74.15,12
2011,1,3,9,30,901,0,57.9,15
2011,1,3,10,30,972,0,44.54,18
2011,1,3,11,30,1006,0,36.2,20
2011,1,3,12,30,1019,0,31.79,21
2011,1,3,13,30,1011,0,30.55,21
2011,1,3,14,30,982,0,32.22,20
2011,1,3,15,30,923,0,34.4,19
2011,1,3,16,30,807,0,37.37,18
2011,1,3,17,30,525,0,50.93,15
2011,1,3,18,30,0,1,58.73,13
2011,1,3,19,30,0,0,64.17,12
2011,1,3,20,30,0,0,64.55,11
2011,1,3,21,30,0,0,69.59,11
2011,1,3,22,30,0,0,70.44,10
2011,1,3,23,30,0,3,76.05,10
2011,1,4,0,30,0,0,76.52,9
2011,1,4,1,30,0,0,81.95,9
2011,1,4,2,30,0,0,87.4,8
2011,1,4,3,30,0,0,86.87,8
2011,1,4,4,30,0,0,86.42,8
2011,1,4,5,30,0,0,86.14,7
2011,1,4,6,30,0,0,86.08,7
2011,1,4,7,30,300,0,75.32,9
2011,1,4,8,30,739,0,58.75,13
2011,1,4,9,30,893,0,45.64,17
2011,1,4,10,30,966,0,32.54,20
2011,1,4,11,30,1000,0,24.67,21
2011,1,4,12,30,1008,0,21.28,22
2011,1,4,13,30,998,0,20.35,23
2011,1,4,14,30,966,1,21.05,22
2011,1,4,15,30,901,0,22.46,21
2011,1,4,16,30,26,3,27.4,18
2011,1,4,17,30,476,3,43.63,15
2011,1,4,18,30,0,0,51.91,13
2011,1,4,19,30,0,0,55.84,13
2011,1,4,20,30,0,0,60.63,12
2011,1,4,21,30,0,0,65.64,11
2011,1,4,22,30,0,0,65.75,10
2011,1,4,23,30,0,0,69.91,10
2011,1,5,0,30,0,0,69.38,10
2011,1,5,1,30,0,0,68.82,10
2011,1,5,2,30,0,0,68.79,9
2011,1,5,3,30,0,0,73.78,9
2011,1,5,4,30,0,0,73.73,8
2011,1,5,5,30,0,0,78.3,8
2011,1,5,6,30,0,0,77.27,8
2011,1,5,7,30,288,0,67.89,10
2011,1,5,8,30,737,0,58.3,14
2011,1,5,9,30,895,0,38.28,18
2011,1,5,10,30,968,0,26,21
2011,1,5,11,30,1001,0,21.68,23
2011,1,5,12,30,1002,0,18.87,24
2011,1,5,13,30,988,0,17.11,24
2011,1,5,14,30,951,0,17.89,24
2011,1,5,15,30,897,0,18.99,23
2011,1,5,16,30,768,0,22.01,21
2011,1,5,17,30,480,0,37.57,17
2011,1,5,18,30,0,0,47.28,14
2011,1,5,19,30,0,0,55.38,12
2011,1,5,20,30,0,0,63.15,10
2011,1,5,21,30,0,0,73.64,9
2011,1,5,22,30,0,0,85.14,8
2011,1,5,23,30,0,0,95.55,8
2011,1,6,0,30,0,0,96.22,7
2011,1,6,1,30,0,0,100,7
2011,1,6,2,30,0,0,97.23,6
2011,1,6,3,30,0,0,99.67,6
2011,1,6,4,30,0,0,94.05,5
2011,1,6,5,30,0,0,95.05,5
2011,1,6,6,30,0,0,89.65,5
2011,1,6,7,30,297,0,69.02,8
2011,1,6,8,30,752,0,44.91,13
2011,1,6,9,30,912,0,29.77,18
2011,1,6,10,30,984,0,22.99,21
2011,1,6,11,30,1018,0,19.49,22
2011,1,6,12,30,1032,0,17.61,23
2011,1,6,13,30,1022,0,16.14,24
2011,1,6,14,30,989,0,17.08,24
2011,1,6,15,30,925,0,18.64,23
2011,1,6,16,30,801,0,22.51,20
2011,1,6,17,30,514,0,39,17
2011,1,6,18,30,0,0,50.54,13
2011,1,6,19,30,0,0,62.93,11
2011,1,6,20,30,0,0,71.6,10
2011,1,6,21,30,0,0,80.35,10
2011,1,6,22,30,0,0,88.38,9
2011,1,6,23,30,0,0,95.57,8
2011,1,7,0,30,0,0,95.51,7
2011,1,7,1,30,0,0,100,7
2011,1,7,2,30,0,0,99.18,7
2011,1,7,3,30,0,0,96.04,7
2011,1,7,4,30,0,0,91.62,7
2011,1,7,5,30,0,0,86.28,7
2011,1,7,6,30,0,0,75.04,7
2011,1,7,7,30,343,0,61.11,10
2011,1,7,8,30,794,0,46.35,14
2011,1,7,9,30,944,0,28.72,18
2011,1,7,10,30,1007,0,20.58,21
2011,1,7,11,30,1035,0,17.52,22
2011,1,7,12,30,1043,0,16.25,23
2011,1,7,13,30,1033,0,16.52,24
2011,1,7,14,30,1001,1,17.18,24
2011,1,7,15,30,939,0,19.19,23
2011,1,7,16,30,821,0,22.97,20
2011,1,7,17,30,545,0,38.96,17
2011,1,7,18,30,0,0,49.64,14
2011,1,7,19,30,0,0,53.85,12
2011,1,7,20,30,0,0,61.69,11
2011,1,7,21,30,0,0,64.71,10
2011,1,7,22,30,0,0,63.08,9
2011,1,7,23,30,0,0,66.1,9
2011,1,8,0,30,0,0,65.19,8
2011,1,8,1,30,0,0,64.53,8
2011,1,8,2,30,0,0,63.73,8
2011,1,8,3,30,0,0,63.16,8
2011,1,8,4,30,0,0,63.21,9
2011,1,8,5,30,0,0,64.05,8
2011,1,8,6,30,0,0,65.34,8
2011,1,8,7,30,266,0,58.82,10
2011,1,8,8,30,718,0,49.27,14
2011,1,8,9,30,873,0,40.58,18
2011,1,8,10,30,941,0,31.85,20
2011,1,8,11,30,966,0,29.38,21
2011,1,8,12,30,974,3,28.01,22
2011,1,8,13,30,464,3,29.28,22
2011,1,8,14,30,370,3,33,21
2011,1,8,15,30,691,8,36.09,20
2011,1,8,16,30,741,1,41.19,18
2011,1,8,17,30,473,0,51.45,15
2011,1,8,18,30,0,1,63.15,12
2011,1,8,19,30,0,0,72.17,10
2011,1,8,20,30,0,0,82.36,9
2011,1,8,21,30,0,1,88.28,8
2011,1,8,22,30,0,7,88.66,7
2011,1,8,23,30,0,7,94.47,7
2011,1,9,0,30,0,7,93.78,6
2011,1,9,1,30,0,7,99.93,6
2011,1,9,2,30,0,6,99.52,6
2011,1,9,3,30,0,7,98.05,6
2011,1,9,4,30,0,7,94.6,6
2011,1,9,5,30,0,7,89.18,5
2011,1,9,6,30,0,7,82.55,5
2011,1,9,7,30,0,7,66.71,8
2011,1,9,8,30,311,3,46.27,12
2011,1,9,9,30,621,7,29.84,16
2011,1,9,10,30,511,3,20.71,19
2011,1,9,11,30,1037,0,18.66,20
2011,1,9,12,30,1042,0,17.55,21
2011,1,9,13,30,1035,0,17.79,22
2011,1,9,14,30,1012,0,18.14,21
2011,1,9,15,30,963,1,19.46,20
2011,1,9,16,30,866,3,22.24,18
2011,1,9,17,30,239,3,34.02,14
2011,1,9,18,30,0,1,43.6,11
2011,1,9,19,30,0,1,50.19,10
2011,1,9,20,30,0,0,49.06,9
2011,1,9,21,30,0,0,51.53,9
2011,1,9,22,30,0,4,50.09,9
2011,1,9,23,30,0,1,47.72,8
2011,1,10,0,30,0,0,48.22,8
2011,1,10,1,30,0,3,45.08,7
2011,1,10,2,30,0,7,42.03,7
2011,1,10,3,30,0,7,41.9,7
2011,1,10,4,30,0,7,39.91,7
2011,1,10,5,30,0,7,42.05,6
2011,1,10,6,30,0,7,43.05,6
2011,1,10,7,30,0,7,40.82,8
2011,1,10,8,30,345,4,35.79,13
2011,1,10,9,30,665,8,25.1,17
2011,1,10,10,30,540,3,17.13,20
2011,1,10,11,30,569,3,14.34,22
2011,1,10,12,30,1052,0,13.05,23
2011,1,10,13,30,1035,0,13.08,23
2011,1,10,14,30,998,0,14.23,22
2011,1,10,15,30,935,0,15.77,21
2011,1,10,16,30,815,0,19.45,19
2011,1,10,17,30,542,0,32.97,15
2011,1,10,18,30,0,0,42.4,13
2011,1,10,19,30,0,0,43.43,13
2011,1,10,20,30,0,0,44.85,12
2011,1,10,21,30,0,0,46.48,11
2011,1,10,22,30,0,7,48.61,10
2011,1,10,23,30,0,1,48.32,9
2011,1,11,0,30,0,1,48.75,9
