Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature
2010,1,1,0,30,0,0,84.06,10
2010,1,1,1,30,0,1,83.57,9
2010,1,1,2,30,0,4,84.61,9
2010,1,1,3,30,0,4,88.73,10
2010,1,1,4,30,0,7,94.87,10
2010,1,1,5,30,0,0,98.83,9
2010,1,1,6,30,0,0,100,9
2010,1,1,7,30,0,3,95.72,9
2010,1,1,8,30,0,3,85.23,10
2010,1,1,9,30,764,0,73.01,12
2010,1,1,10,30,869,0,63.96,14
2010,1,1,11,30,23,7,56.51,15
2010,1,1,12,30,936,0,52.72,16
2010,1,1,13,30,929,0,48.93,17
2010,1,1,14,30,899,0,48.36,18
2010,1,1,15,30,818,0,50.89,17
2010,1,1,16,30,677,3,54.5,16
2010,1,1,17,30,356,3,70.1,14
2010,1,1,18,30,0,0,78.12,12
2010,1,1,19,30,0,1,81.48,11
2010,1,1,20,30,0,0,85.47,10
2010,1,1,21,30,0,1,84.12,9
2010,1,1,22,30,0,1,89.83,8
2010,1,1,23,30,0,7,96.25,8
2010,1,2,0,30,0,8,96.26,7
2010,1,2,1,30,0,4,100,7
2010,1,2,2,30,0,3,100,7
2010,1,2,3,30,0,7,100,7
2010,1,2,4,30,0,7,100,7
2010,1,2,5,30,0,4,100,7
2010,1,2,6,30,0,7,95.91,7
2010,1,2,7,30,0,7,90.4,9
2010,1,2,8,30,13,7,77.92,12
2010,1,2,9,30,132,7,65.3,15
2010,1,2,10,30,65,7,56.27,16
2010,1,2,11,30,312,7,55.39,17
2010,1,2,12,30,492,8,55.18,16
2010,1,2,13,30,65,7,59.18,16
2010,1,2,14,30,586,7,59.94,16
2010,1,2,15,30,86,4,64.86,15
2010,1,2,16,30,48,7,71.12,14
2010,1,2,17,30,0,7,81.86,12
2010,1,2,18,30,0,6,88.16,11
2010,1,2,19,30,0,7,94.31,11
2010,1,2,20,30,0,7,94.22,10
2010,1,2,21,30,0,7,100,10
2010,1,2,22,30,0,7,99.77,10
2010,1,2,23,30,0,7,98.97,9
2010,1,3,0,30,0,7,98.25,9
2010,1,3,1,30,0,7,100,9
2010,1,3,2,30,0,7,100,9
2010,1,3,3,30,0,7,100,9
2010,1,3,4,30,0,7,100,9
2010,1,3,5,30,0,7,100,9
2010,1,3,6,30,0,4,100,9
2010,1,3,7,30,0,8,94.74,10
2010,1,3,8,30,0,7,81.9,12
2010,1,3,9,30,0,8,73.96,14
2010,1,3,10,30,464,7,65.6,15
2010,1,3,11,30,13,4,60.55,16
2010,1,3,12,30,13,4,56.88,16
2010,1,3,13,30,7,4,57.18,16
2010,1,3,14,30,3,4,61.51,16
2010,1,3,15,30,0,4,66.51,15
2010,1,3,16,30,695,1,71.69,14
2010,1,3,17,30,416,4,79.85,12
2010,1,3,18,30,0,8,94.58,11
2010,1,3,19,30,0,8,94.07,10
2010,1,3,20,30,0,7,99.82,10
2010,1,3,21,30,0,4,100,9
2010,1,3,22,30,0,7,100,9
