Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature
2009,1,1,0,30,0,0,99.83,8
2009,1,1,1,30,0,0,100,7
2009,1,1,2,30,0,0,99.76,7
2009,1,1,3,30,0,0,100,7
2009,1,1,4,30,0,0,100,7
2009,1,1,5,30,0,0,100,6
2009,1,1,6,30,0,0,100,6
2009,1,1,7,30,169,0,92.63,8
2009,1,1,8,30,660,0,72.38,12
2009,1,1,9,30,876,0,51.59,16
2009,1,1,10,30,962,0,35.3,19
2009,1,1,11,30,996,0,30.34,20
2009,1,1,12,30,997,0,27.35,21
2009,1,1,13,30,986,3,25.24,22
2009,1,1,14,30,951,0,25.11,21
2009,1,1,15,30,860,0,27.1,20
2009,1,1,16,30,723,0,31.64,18
2009,1,1,17,30,418,0,45.83,15
2009,1,1,18,30,0,0,59.5,12
2009,1,1,19,30,0,0,69.65,10
2009,1,1,20,30,0,0,76.9,9
2009,1,1,21,30,0,0,84.44,9
2009,1,1,22,30,0,0,90.88,8
2009,1,1,23,30,0,0,89.35,8
2009,1,2,0,30,0,0,86.87,8
2009,1,2,1,30,0,1,84.69,8
2009,1,2,2,30,0,4,83.61,8
2009,1,2,3,30,0,4,83.68,8
2009,1,2,4,30,0,4,84.7,7
2009,1,2,5,30,0,0,91.77,7
2009,1,2,6,30,0,4,91.8,7
2009,1,2,7,30,10,4,79.53,9
2009,1,2,8,30,732,0,61.5,13
2009,1,2,9,30,894,1,40.79,16
2009,1,2,10,30,965,1,32.71,19
2009,1,2,11,30,997,0,27.75,20
2009,1,2,12,30,995,0,25.43,21
2009,1,2,13,30,980,0,23.73,22
2009,1,2,14,30,939,0,25.76,22
2009,1,2,15,30,885,0,28.57,21
2009,1,2,16,30,749,1,34.17,19
2009,1,2,17,30,433,0,50.8,15
2009,1,2,18,30,0,0,65.53,12
2009,1,2,19,30,0,0,72.23,11
2009,1,2,20,30,0,0,78.66,11
2009,1,2,21,30,0,0,86.12,10
2009,1,2,22,30,0,0,94.9,9
2009,1,2,23,30,0,0,97.69,9
2009,1,3,0,30,0,0,100,8
2009,1,3,1,30,0,0,100,8
2009,1,3,2,30,0,0,100,8
2009,1,3,3,30,0,0,100,8
2009,1,3,4,30,0,0,100,7
2009,1,3,5,30,0,0,100,7
2009,1,3,6,30,0,0,100,7
2009,1,3,7,30,180,0,97.61,10
2009,1,3,8,30,631,0,75.73,14
2009,1,3,9,30,817,0,57.59,17
2009,1,3,10,30,900,0,43.67,20
2009,1,3,11,30,938,0,39.35,21
2009,1,3,12,30,930,0,36.16,22
2009,1,3,13,30,908,1,33.86,23
2009,1,3,14,30,852,3,36.32,22
2009,1,3,15,30,752,0,39.33,21
2009,1,3,16,30,571,1,42.94,19
2009,1,3,17,30,243,0,57.66,16
2009,1,3,18,30,0,1,72.24,14
2009,1,3,19,30,0,0,73.37,14
2009,1,3,20,30,0,0,73.91,13
2009,1,3,21,30,0,0,79.1,13
2009,1,3,22,30,0,0,78.85,12
2009,1,3,23,30,0,0,84.1,12
2009,1,4,0,30,0,0,89.69,11
2009,1,4,1,30,0,0,89.5,10
2009,1,4,2,30,0,0,95.64,10
2009,1,4,3,30,0,0,95.5,9
2009,1,4,4,30,0,0,100,9
2009,1,4,5,30,0,0,100,9
2009,1,4,6,30,0,0,100,9
2009,1,4,7,30,164,0,88.18,11
2009,1,4,8,30,601,0,68.68,15
2009,1,4,9,30,780,0,51.86,18
2009,1,4,10,30,861,0,39.8,21
2009,1,4,11,30,897,0,36.21,22
2009,1,4,12,30,974,0,33.45,23
2009,1,4,13,30,951,0,33.2,23
2009,1,4,14,30,901,0,33.24,22
2009,1,4,15,30,818,0,35.55,21
2009,1,4,16,30,666,0,41.03,20
2009,1,4,17,30,363,0,57.3,17
2009,1,4,18,30,0,0,67.57,14
2009,1,4,19,30,0,0,77.16,13
2009,1,4,20,30,0,0,81.9,12
2009,1,4,21,30,0,0,81.27,11
2009,1,4,22,30,0,0,86.92,11
2009,1,4,23,30,0,0,86.78,11
2009,1,5,0,30,0,0,86.89,10
2009,1,5,1,30,0,0,93.11,10
2009,1,5,2,30,0,0,92.88,10
2009,1,5,3,30,0,0,92.48,9
2009,1,5,4,30,0,0,98.21,9
2009,1,5,5,30,0,0,97.2,9
2009,1,5,6,30,0,0,96.22,9
2009,1,5,7,30,253,0,84.1,10
2009,1,5,8,30,698,0,68.54,14
2009,1,5,9,30,858,0,53.03,17
2009,1,5,10,30,932,0,41.43,20
2009,1,5,11,30,967,0,37.17,21
2009,1,5,12,30,978,0,34.44,22
2009,1,5,13,30,968,0,32.45,22
2009,1,5,14,30,937,0,34.89,22
2009,1,5,15,30,871,0,37.57,21
2009,1,5,16,30,747,0,43.2,19
2009,1,5,17,30,466,0,58.19,16
2009,1,5,18,30,0,0,71.95,13
2009,1,5,19,30,0,0,77.2,11
2009,1,5,20,30,0,0,82.71,11
2009,1,5,21,30,0,0,89.07,10
2009,1,5,22,30,0,0,89.72,9
2009,1,5,23,30,0,0,95.9,9
2009,1,6,0,30,0,0,100,8
2009,1,6,1,30,0,0,100,7
2009,1,6,2,30,0,0,100,7
2009,1,6,3,30,0,0,100,7
2009,1,6,4,30,0,0,100,6
2009,1,6,5,30,0,0,100,6
2009,1,6,6,30,0,0,100,6
2009,1,6,7,30,334,0,90.91,8
2009,1,6,8,30,783,0,68.33,12
2009,1,6,9,30,931,0,49.67,16
