Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature
2006,1,1,0,30,0,7,82.18,11
2006,1,1,1,30,0,1,80.23,10
2006,1,1,2,30,0,0,83.35,10
2006,1,1,3,30,0,1,80.73,10
2006,1,1,4,30,0,0,78.08,9
2006,1,1,5,30,0,0,80.82,9
2006,1,1,6,30,0,0,78.03,9
2006,1,1,7,30,322,7,66.85,11
2006,1,1,8,30,753,0,52.1,15
2006,1,1,9,30,903,0,39,18
2006,1,1,10,30,972,0,28.43,21
2006,1,1,11,30,1005,0,24.92,22
2006,1,1,12,30,1016,0,22.3,23
2006,1,1,13,30,1006,0,20.44,24
2006,1,1,14,30,976,0,21.48,23
2006,1,1,15,30,907,0,22.68,22
2006,1,1,16,30,783,0,26.11,20
2006,1,1,17,30,492,1,42.65,16
2006,1,1,18,30,0,0,54.1,13
2006,1,1,19,30,0,0,52.27,13
2006,1,1,20,30,0,0,49.31,13
2006,1,1,21,30,0,0,51.24,12
2006,1,1,22,30,0,0,53.61,11
2006,1,1,23,30,0,0,52.98,10
2006,1,2,0,30,0,0,55.63,10
2006,1,2,1,30,0,0,58.4,9
2006,1,2,2,30,0,0,57.23,8
2006,1,2,3,30,0,3,59.98,8
2006,1,2,4,30,0,3,58.47,8
2006,1,2,5,30,0,1,56.92,7
2006,1,2,6,30,0,3,55.26,7
2006,1,2,7,30,70,3,48.54,10
2006,1,2,8,30,789,0,38.64,14
2006,1,2,9,30,926,0,27.36,18
2006,1,2,10,30,989,0,20.25,21
2006,1,2,11,30,1016,0,18.3,22
2006,1,2,12,30,1019,0,16.82,23
2006,1,2,13,30,1004,0,15.83,24
2006,1,2,14,30,967,0,16.1,23
2006,1,2,15,30,899,0,17.62,22
2006,1,2,16,30,769,0,22.25,20
2006,1,2,17,30,472,0,37.65,17
2006,1,2,18,30,0,0,45.99,14
2006,1,2,19,30,0,0,53.81,12
2006,1,2,20,30,0,0,62.6,10
2006,1,2,21,30,0,1,62.56,9
2006,1,2,22,30,0,7,66.63,9
2006,1,2,23,30,0,7,65.58,9
2006,1,3,0,30,0,7,63.94,9
2006,1,3,1,30,0,0,61.86,9
2006,1,3,2,30,0,0,59.33,8
2006,1,3,3,30,0,7,61.06,8
2006,1,3,4,30,0,0,58.27,7
2006,1,3,5,30,0,0,58.68,7
2006,1,3,6,30,0,3,55.34,7
2006,1,3,7,30,252,0,44.14,9
2006,1,3,8,30,698,0,33.47,13
2006,1,3,9,30,863,0,23.76,17
2006,1,3,10,30,575,3,17.93,20
2006,1,3,11,30,980,0,16.67,21
2006,1,3,12,30,999,0,15.6,22
2006,1,3,13,30,994,0,14.71,23
2006,1,3,14,30,967,0,14.91,23
2006,1,3,15,30,909,0,16.1,22
2006,1,3,16,30,791,0,18.95,20
2006,1,3,17,30,507,0,35.93,16
2006,1,3,18,30,0,0,39.02,14
2006,1,3,19,30,0,0,45.19,12
2006,1,3,20,30,0,0,50.25,10
2006,1,3,21,30,0,0,53.7,10
2006,1,3,22,30,0,0,53.81,10
2006,1,3,23,30,0,0,53.53,10
2006,1,4,0,30,0,0,56.16,9
2006,1,4,1,30,0,0,54.8,8
2006,1,4,2,30,0,0,57.3,8
2006,1,4,3,30,0,0,56.24,7
2006,1,4,4,30,0,0,60.28,7
2006,1,4,5,30,0,0,61.27,7
2006,1,4,6,30,0,0,62.64,7
2006,1,4,7,30,290,0,56.63,9
2006,1,4,8,30,732,0,49,12
2006,1,4,9,30,889,0,34.35,16
2006,1,4,10,30,963,0,21.52,20
2006,1,4,11,30,997,0,17.18,22
2006,1,4,12,30,1005,0,16,23
2006,1,4,13,30,991,0,15.39,24
2006,1,4,14,30,953,0,16.81,23
2006,1,4,15,30,883,0,18.33,22
2006,1,4,16,30,752,0,21.63,20
2006,1,4,17,30,460,1,39.97,16
2006,1,4,18,30,0,0,44.88,14
2006,1,4,19,30,0,1,48.11,13
2006,1,4,20,30,0,3,57.93,11
2006,1,4,21,30,0,3,62.29,9
2006,1,4,22,30,0,0,67.86,9
2006,1,4,23,30,0,0,69.94,8
2006,1,5,0,30,0,0,77.07,7
2006,1,5,1,30,0,0,84.9,7
2006,1,5,2,30,0,0,87.18,6
2006,1,5,3,30,0,0,95.84,6
2006,1,5,4,30,0,0,100,5
2006,1,5,5,30,0,0,100,5
2006,1,5,6,30,0,0,100,5
2006,1,5,7,30,289,0,84.04,7
2006,1,5,8,30,742,0,58.71,12
2006,1,5,9,30,902,0,39.34,17
2006,1,5,10,30,974,0,24.48,19
2006,1,5,11,30,1006,0,20.54,20
2006,1,5,12,30,1019,0,18.67,21
2006,1,5,13,30,1009,0,18.92,22
2006,1,5,14,30,977,0,21.08,21
2006,1,5,15,30,908,0,24.18,20
2006,1,5,16,30,768,0,32.4,17
2006,1,5,17,30,452,0,47.22,14
2006,1,5,18,30,0,1,66.59,11
2006,1,5,19,30,0,0,76.05,10
2006,1,5,20,30,0,1,85.81,8
2006,1,5,21,30,0,7,93.23,8
2006,1,5,22,30,0,7,92.49,8
2006,1,5,23,30,0,4,92.69,8
2006,1,6,0,30,0,4,99.03,7
2006,1,6,1,30,0,4,96.99,6
2006,1,6,2,30,0,4,99.6,6
2006,1,6,3,30,0,4,100,5
2006,1,6,4,30,0,4,94.5,4
2006,1,6,5,30,0,4,96,4
2006,1,6,6,30,0,4,90.95,3
2006,1,6,7,30,0,4,80.98,4
2006,1,6,8,30,0,4,67.85,6
2006,1,6,9,30,12,3,52.82,9
2006,1,6,10,30,82,3,40.36,12
2006,1,6,11,30,986,0,33.7,15
2006,1,6,12,30,997,0,31.29,16
2006,1,6,13,30,987,0,29.41,17
2006,1,6,14,30,956,0,29.67,17
2006,1,6,15,30,872,0,31.94,16
2006,1,6,16,30,742,0,34.28,14
2006,1,6,17,30,445,0,43.61,11
2006,1,6,18,30,0,0,55.78,8
2006,1,6,19,30,0,0,63.67,7
2006,1,6,20,30,0,0,67.51,5
2006,1,6,21,30,0,0,76.55,4
2006,1,6,22,30,0,0,80.35,3
2006,1,6,23,30,0,0,77.15,2
2006,1,7,0,30,0,0,76.07,2
2006,1,7,1,30,0,0,64.73,2
2006,1,7,2,30,0,0,52.64,1
2006,1,7,3,30,0,0,42.13,1
2006,1,7,4,30,0,0,33.52,1
2006,1,7,5,30,0,0,27.11,0
2006,1,7,6,30,0,0,23.19,0
2006,1,7,7,30,505,1,19.59,3
2006,1,7,8,30,922,0,14.03,8
2006,1,7,9,30,1049,0,9.23,13
2006,1,7,10,30,1104,0,7,17
2006,1,7,11,30,1128,0,6.44,18
2006,1,7,12,30,1133,0,6.34,19
2006,1,7,13,30,1124,0,6.19,20
2006,1,7,14,30,1098,0,6.86,20
2006,1,7,15,30,1043,0,7.74,19
2006,1,7,16,30,944,0,9.61,17
2006,1,7,17,30,699,0,24.05,13
2006,1,7,18,30,0,0,29.01,10
2006,1,7,19,30,0,0,30.3,8
2006,1,7,20,30,0,0,32.46,7
2006,1,7,21,30,0,0,35.73,6
2006,1,7,22,30,0,0,40.67,5
2006,1,7,23,30,0,0,39.79,5
2006,1,8,0,30,0,0,41.85,4
2006,1,8,1,30,0,0,44.59,3
2006,1,8,2,30,0,0,48.46,2
2006,1,8,3,30,0,0,50.57,1
2006,1,8,4,30,0,0,53.63,1
2006,1,8,5,30,0,0,56.62,1
2006,1,8,6,30,0,0,58.3,1
2006,1,8,7,30,436,1,48.49,5
2006,1,8,8,30,871,0,38.13,10
2006,1,8,9,30,1004,0,20.27,15
2006,1,8,10,30,1061,0,11.62,18
2006,1,8,11,30,1085,0,9.94,19
2006,1,8,12,30,1086,0,9.59,20
2006,1,8,13,30,1073,0,10.01,21
2006,1,8,14,30,1042,0,10.52,20
2006,1,8,15,30,984,0,11.63,19
2006,1,8,16,30,873,0,15.07,17
2006,1,8,17,30,611,0,32.58,12
2006,1,8,18,30,0,0,38.59,9
2006,1,8,19,30,0,0,40.97,9
2006,1,8,20,30,0,0,38.57,8
2006,1,8,21,30,0,0,39.61,8
2006,1,8,22,30,0,0,41.04,7
2006,1,8,23,30,0,0,42.38,6
2006,1,9,0,30,0,0,40.94,5
2006,1,9,1,30,0,0,42.53,5
2006,1,9,2,30,0,0,41.62,4
2006,1,9,3,30,0,0,41.21,4
2006,1,9,4,30,0,0,40.97,4
2006,1,9,5,30,0,0,43.56,4
2006,1,9,6,30,0,0,42.64,4
2006,1,9,7,30,0,3,35.33,7
2006,1,9,8,30,822,0,31.04,11
2006,1,9,9,30,963,0,18.16,16
2006,1,9,10,30,1027,0,11.89,19
2006,1,9,11,30,1055,0,11.68,20
2006,1,9,12,30,1059,0,11.45,21
2006,1,9,13,30,1047,0,11.35,21
2006,1,9,14,30,1013,0,12.84,21
2006,1,9,15,30,948,0,14.51,20
2006,1,9,16,30,825,0,17.87,18
2006,1,9,17,30,543,0,34.24,13
2006,1,9,18,30,0,0,44.75,11
2006,1,9,19,30,0,0,44.6,10
2006,1,9,20,30,0,0,46.22,10
2006,1,9,21,30,0,0,45.47,9
2006,1,9,22,30,0,0,47.95,9
2006,1,9,23,30,0,0,47.21,8
2006,1,10,0,30,0,0,49.38,8
2006,1,10,1,30,0,0,51.59,7
2006,1,10,2,30,0,0,50.41,6
2006,1,10,3,30,0,0,52.92,6
2006,1,10,4,30,0,0,51.71,6
2006,1,10,5,30,0,0,50.37,5
2006,1,10,6,30,0,0,48.8,5
2006,1,10,7,30,245,0,42.88,7
2006,1,10,8,30,703,0,35.8,12
2006,1,10,9,30,862,0,28.67,15
2006,1,10,10,30,931,0,24.19,18
2006,1,10,11,30,962,0,23.33,19
2006,1,10,12,30,972,0,22.5,20
2006,1,10,13,30,955,0,21.68,21
2006,1,10,14,30,909,0,23.57,20
2006,1,10,15,30,857,1,25.68,19
2006,1,10,16,30,681,8,30.49,17
2006,1,10,17,30,318,7,44.24,14
2006,1,10,18,30,0,7,56.92,11
2006,1,10,19,30,0,1,62.6,11
2006,1,10,20,30,0,0,69.19,10
2006,1,10,21,30,0,0,76.36,9
2006,1,10,22,30,0,0,83.7,8
2006,1,10,23,30,0,0,84.47,7
2006,1,11,0,30,0,0,90.77,7
2006,1,11,1,30,0,0,90.38,6
2006,1,11,2,30,0,0,95.89,6
2006,1,11,3,30,0,0,94.19,6
2006,1,11,4,30,0,0,92.28,6
2006,1,11,5,30,0,0,97.17,5
2006,1,11,6,30,0,0,95.7,5
2006,1,11,7,30,219,0,77.24,8
2006,1,11,8,30,679,1,59.61,12
2006,1,11,9,30,846,0,43.54,15
2006,1,11,10,30,920,0,31.67,18
2006,1,11,11,30,957,0,28.54,19
2006,1,11,12,30,969,0,25.92,20
2006,1,11,13,30,960,0,23.7,21
2006,1,11,14,30,610,8,24.77,21
2006,1,11,15,30,858,0,26.38,20
2006,1,11,16,30,229,3,30.56,18
2006,1,11,17,30,437,3,43.43,15
2006,1,11,18,30,0,1,56.65,12
2006,1,11,19,30,0,0,56.6,11
2006,1,11,20,30,0,0,60.63,11
2006,1,11,21,30,0,0,64.57,10
2006,1,11,22,30,0,0,68.62,9
2006,1,11,23,30,0,0,68.16,8
2006,1,12,0,30,0,0,72.53,7
2006,1,12,1,30,0,0,77.54,7
2006,1,12,2,30,0,0,77.8,6
2006,1,12,3,30,0,0,83.9,6
2006,1,12,4,30,0,0,84.39,6
2006,1,12,5,30,0,0,84.81,6
2006,1,12,6,30,0,0,85.06,6
2006,1,12,7,30,215,1,69.57,8
2006,1,12,8,30,677,0,55.09,13
2006,1,12,9,30,845,1,41.22,17
2006,1,12,10,30,921,0,34.58,19
2006,1,12,11,30,562,3,29.55,20
2006,1,12,12,30,528,8,26.85,21
2006,1,12,13,30,613,8,24.61,22
2006,1,12,14,30,306,7,25.77,22
2006,1,12,15,30,701,8,27.21,21
2006,1,12,16,30,427,8,30.9,19
2006,1,12,17,30,0,8,43.99,16
2006,1,12,18,30,0,0,54.82,13
2006,1,12,19,30,0,1,55.48,13
2006,1,12,20,30,0,0,59,12
2006,1,12,21,30,0,7,62.39,11
2006,1,12,22,30,0,1,65.06,10
2006,1,12,23,30,0,7,63.27,9
2006,1,13,0,30,0,7,62.27,9
2006,1,13,1,30,0,7,66.26,9
2006,1,13,2,30,0,7,70.27,8
2006,1,13,3,30,0,0,69.22,7
2006,1,13,4,30,0,1,73.52,7
2006,1,13,5,30,0,1,73.19,7
2006,1,13,6,30,0,7,73.43,7
2006,1,13,7,30,0,3,61.12,10
2006,1,13,8,30,726,0,45.7,14
2006,1,13,9,30,884,0,36.95,17
2006,1,13,10,30,955,0,31.1,20
2006,1,13,11,30,986,0,28.1,21
2006,1,13,12,30,991,0,25.97,22
2006,1,13,13,30,975,0,24.6,23
2006,1,13,14,30,929,0,26.8,22
2006,1,13,15,30,812,0,29.57,21
2006,1,13,16,30,627,0,37.6,18
2006,1,13,17,30,307,0,50.88,15
2006,1,13,18,30,0,0,65.39,12
2006,1,13,19,30,0,0,80.73,11
2006,1,13,20,30,0,0,89.61,9
2006,1,13,21,30,0,3,95.32,9
2006,1,13,22,30,0,4,99.4,8
2006,1,13,23,30,0,4,100,7
2006,1,14,0,30,0,4,98.13,7
2006,1,14,1,30,0,4,100,6
2006,1,14,2,30,0,4,98.72,6
2006,1,14,3,30,0,4,95.95,5
2006,1,14,4,30,0,3,100,5
2006,1,14,5,30,0,0,98.81,5
2006,1,14,6,30,0,0,97.52,5
2006,1,14,7,30,0,3,90.77,6
2006,1,14,8,30,685,1,71.36,10
2006,1,14,9,30,863,0,52.13,15
2006,1,14,10,30,941,0,41.68,18
2006,1,14,11,30,979,0,33.07,21
2006,1,14,12,30,990,0,30.06,22
2006,1,14,13,30,980,0,28.08,23
2006,1,14,14,30,447,8,28.31,22
2006,1,14,15,30,548,8,30.71,21
2006,1,14,16,30,634,8,35.96,19
2006,1,14,17,30,0,7,47.43,16
2006,1,14,18,30,0,7,62.93,13
2006,1,14,19,30,0,0,73.47,11
2006,1,14,20,30,0,0,79.93,10
2006,1,14,21,30,0,0,85.86,10
2006,1,14,22,30,0,0,91.54,9
2006,1,14,23,30,0,0,97.2,8
2006,1,15,0,30,0,0,95.91,8
2006,1,15,1,30,0,0,100,7
2006,1,15,2,30,0,0,99.04,7
2006,1,15,3,30,0,0,97.39,7
2006,1,15,4,30,0,0,96.44,7
2006,1,15,5,30,0,0,96.21,6
2006,1,15,6,30,0,0,96.39,6
2006,1,15,7,30,168,0,79.69,9
2006,1,15,8,30,628,0,59.51,14
2006,1,15,9,30,810,0,47.73,18
2006,1,15,10,30,468,8,36.88,20
2006,1,15,11,30,937,1,33.19,22
2006,1,15,12,30,958,0,30.46,23
2006,1,15,13,30,948,1,28.34,24
2006,1,15,14,30,568,7,28.28,23
2006,1,15,15,30,571,8,30.27,22
2006,1,15,16,30,478,8,35.06,20
2006,1,15,17,30,132,8,48.19,17
2006,1,15,18,30,0,4,61.76,15
2006,1,15,19,30,0,4,66.46,13
2006,1,15,20,30,0,7,71.72,12
2006,1,15,21,30,0,3,77.96,12
2006,1,15,22,30,0,0,84.71,11
2006,1,15,23,30,0,3,91.88,10
2006,1,16,0,30,0,0,99.73,9
2006,1,16,1,30,0,0,100,8
2006,1,16,2,30,0,1,100,8
