Year,Month,Day,Hour,Minute,GHI,Wind Speed,Relative Humidity,Temperature,Pressure
2019,1,1,0,0,0,1.1,67.16,9.4,780
2019,1,1,0,30,0,1.1,68.53,9.1,780
2019,1,1,1,0,0,1.1,69.25,8.9,780
2019,1,1,1,30,0,1.1,69.71,8.8,780
2019,1,1,2,0,0,1.1,70.63,8.8,780
2019,1,1,2,30,0,1.1,70.63,8.8,780
2019,1,1,3,0,0,1.1,72.2,8.8,780
2019,1,1,3,30,0,1.1,72.69,8.7,780
2019,1,1,4,0,0,1,74.22,8.7,780
2019,1,1,4,30,0,1,74.22,8.7,780
2019,1,1,5,0,0,0.9,75.36,8.6,780
2019,1,1,5,30,0,0.8,75.36,8.6,780
2019,1,1,6,0,0,0.7,74.8,8.5,780
2019,1,1,6,30,0,0.6,74.3,8.6,780
2019,1,1,7,0,0,0.5,72.68,8.7,781
2019,1,1,7,30,44,0.7,64,10.6,781
2019,1,1,8,0,145,0.9,58.76,12.5,781
2019,1,1,8,30,261,1,51.6,14.5,781
2019,1,1,9,0,377,1.1,39.02,16.5,781
2019,1,1,9,30,486,0.9,35.5,18,781
2019,1,1,10,0,584,0.8,29.12,19.5,781
2019,1,1,10,30,669,0.8,27.54,20.4,781
2019,1,1,11,0,739,0.7,25.31,21.4,781
2019,1,1,11,30,789,0.8,24.37,22,780
2019,1,1,12,0,822,0.8,23.43,22.6,780
2019,1,1,12,30,835,0.8,22.98,22.9,779
2019,1,1,13,0,762,0.8,22.59,23.3,779
2019,1,1,13,30,789,0.8,22.59,23.3,779
2019,1,1,14,0,750,0.7,22.91,23.3,778
2019,1,1,14,30,628,0.5,23.19,23.1,778
2019,1,1,15,0,493,0.3,23.99,22.8,778
2019,1,1,15,30,429,0.4,24.88,22.2,778
2019,1,1,16,0,419,0.5,27.57,21.5,778
2019,1,1,16,30,314,0.4,30.83,19.7,779
2019,1,1,17,0,203,0.3,46.16,17.9,779
2019,1,1,17,30,102,0.3,46.16,17.9,779
2019,1,1,18,0,17,0.2,55.33,14.5,779
2019,1,1,18,30,0,0.2,57.59,13.9,780
2019,1,1,19,0,0,0.1,59.09,13.3,780
2019,1,1,19,30,0,0.2,60.65,12.9,780
2019,1,1,20,0,0,0.3,60.47,12.5,781
2019,1,1,20,30,0,0.3,62.08,12.1,781
2019,1,1,21,0,0,0.3,61.7,11.8,781
2019,1,1,21,30,0,0.3,63.77,11.3,781
2019,1,1,22,0,0,0.2,65.69,10.8,781
2019,1,1,22,30,0,0.2,67.46,10.4,781
2019,1,1,23,0,0,0.3,69.15,9.9,781
2019,1,1,23,30,0,0.4,71.5,9.4,781
2019,1,2,0,0,0,0.5,72.72,8.9,781
2019,1,2,0,30,0,0.6,74.7,8.5,781
2019,1,2,1,0,0,0.6,75.43,8.1,781
2019,1,2,1,30,0,0.7,75.43,8.1,781
2019,1,2,2,0,0,0.8,73.76,8.1,781
2019,1,2,2,30,0,0.9,74.26,8,781
2019,1,2,3,0,0,1,71.75,7.9,780
2019,1,2,3,30,0,1,72.73,7.7,780
2019,1,2,4,0,0,1.1,71.53,7.6,780
2019,1,2,4,30,0,1.1,71.53,7.6,780
2019,1,2,5,0,0,1.1,70.06,7.6,780
2019,1,2,5,30,0,1,71.02,7.4,780
2019,1,2,6,0,0,1,70.85,7.3,781
2019,1,2,6,30,0,0.9,69.42,7.6,781
2019,1,2,7,0,0,0.8,70.79,8,782
2019,1,2,7,30,45,0.9,62.7,9.8,782
2019,1,2,8,0,148,1.1,62.76,11.6,782
2019,1,2,8,30,264,1.1,55.86,13.4,783
2019,1,2,9,0,379,1.1,48.76,15.3,783
2019,1,2,9,30,486,1.2,44.32,16.8,783
2019,1,2,10,0,563,1.4,37.94,18.3,783
2019,1,2,10,30,602,1.6,35.82,19.2,782
2019,1,2,11,0,664,1.8,33.4,20.2,782
2019,1,2,11,30,653,2,32.15,20.8,781
2019,1,2,12,0,632,2.2,31.6,21.3,780
2019,1,2,12,30,602,2.3,31.22,21.5,780
2019,1,2,13,0,558,2.4,31.38,21.7,779
2019,1,2,13,30,630,2.4,31.76,21.5,779
2019,1,2,14,0,561,2.4,32.76,21.3,779
2019,1,2,14,30,562,2.3,33.57,20.9,779
2019,1,2,15,0,489,2.1,34.86,20.5,778
2019,1,2,15,30,346,1.9,35.78,20.1,779
2019,1,2,16,0,262,1.7,37.11,19.7,779
2019,1,2,16,30,251,1.3,40.23,18.4,779
2019,1,2,17,0,190,0.8,51.66,17.1,780
2019,1,2,17,30,89,0.8,51.66,17.1,780
2019,1,2,18,0,17,0.9,56.82,14,780
2019,1,2,18,30,0,0.9,58.38,13.6,781
2019,1,2,19,0,0,0.9,56.98,13.2,781
2019,1,2,19,30,0,0.9,58.11,12.9,781
2019,1,2,20,0,0,0.9,57,12.6,781
2019,1,2,20,30,0,0.9,58.13,12.3,781
2019,1,2,21,0,0,0.8,57.74,12,781
2019,1,2,21,30,0,0.7,58.89,11.7,781
2019,1,2,22,0,0,0.6,59.98,11.3,781
2019,1,2,22,30,0,0.5,61.59,10.9,781
2019,1,2,23,0,0,0.4,62.32,10.6,781
2019,1,2,23,30,0,0.4,63.58,10.3,781
2019,1,3,0,0,0,0.3,63.97,10,781
2019,1,3,0,30,0,0.4,64.83,9.8,781
2019,1,3,1,0,0,0.4,65.15,9.6,781
2019,1,3,1,30,0,0.5,66.39,9.3,780
2019,1,3,2,0,0,0.6,66.5,9.1,780
2019,1,3,2,30,0,0.7,67.4,8.9,780
2019,1,3,3,0,0,0.7,67.73,8.6,780
2019,1,3,3,30,0,0.7,68.19,8.5,780
2019,1,3,4,0,0,0.7,67.34,8.4,780
2019,1,3,4,30,0,0.7,66.88,8.5,780
2019,1,3,5,0,0,0.6,65.29,8.5,780
2019,1,3,5,30,0,0.6,65.29,8.5,780
2019,1,3,6,0,0,0.6,63.16,8.6,781
2019,1,3,6,30,0,0.5,62.32,8.8,781
2019,1,3,7,0,0,0.5,60.79,9.1,782
2019,1,3,7,30,11,0.5,55.36,10.5,782
2019,1,3,8,0,31,0.5,55.19,11.9,782
2019,1,3,8,30,106,0.8,49.14,13.7,783
2019,1,3,9,0,189,1,43.08,15.5,783
2019,1,3,9,30,291,1.1,38.92,17.1,783
2019,1,3,10,0,453,1.1,33.34,18.7,783
2019,1,3,10,30,504,1.2,31.1,19.8,782
2019,1,3,11,0,559,1.3,28.95,20.8,782
2019,1,3,11,30,636,1.3,27.7,21.5,781
2019,1,3,12,0,669,1.3,26.23,22.2,781
2019,1,3,12,30,641,1.3,25.57,22.6,780
2019,1,3,13,0,708,1.2,24.96,22.9,780
2019,1,3,13,30,653,1.1,24.81,23,780
2019,1,3,14,0,635,1,24.64,23.1,779
2019,1,3,14,30,575,1,24.94,22.9,779
2019,1,3,15,0,565,1,25.3,22.7,779
2019,1,3,15,30,536,1,26.24,22.1,779
2019,1,3,16,0,435,1,28.13,21.5,779
2019,1,3,16,30,326,0.7,31.46,19.7,780
2019,1,3,17,0,213,0.5,46.25,18,780
2019,1,3,17,30,86,0.5,46.25,18,780
2019,1,3,18,0,15,0.3,55.49,14.5,780
2019,1,3,18,30,0,0.3,56.64,14.2,781
2019,1,3,19,0,0,0.3,54.48,13.9,781
2019,1,3,19,30,0,0.4,55.55,13.6,781
2019,1,3,20,0,0,0.5,54.56,13.3,781
2019,1,3,20,30,0,0.6,55.71,13,782
2019,1,3,21,0,0,0.7,55.64,12.6,782
2019,1,3,21,30,0,0.7,56.75,12.3,782
2019,1,3,22,0,0,0.6,56.95,11.9,782
2019,1,3,22,30,0,0.6,57.71,11.7,782
2019,1,3,23,0,0,0.5,57.02,11.5,782
2019,1,3,23,30,0,0.5,57.71,11.3,781
2019,1,4,0,0,0,0.4,57.21,11.1,781
2019,1,4,0,30,0,0.5,57.97,10.9,781
2019,1,4,1,0,0,0.6,57.92,10.7,781
2019,1,4,1,30,0,0.7,59.09,10.4,781
2019,1,4,2,0,0,0.8,59.35,10.2,781
2019,1,4,2,30,0,0.8,60.55,9.9,781
2019,1,4,3,0,0,0.9,60.83,9.7,781
2019,1,4,3,30,0,0.9,61.65,9.5,781
2019,1,4,4,0,0,1,61.77,9.4,781
2019,1,4,4,30,0,1,62.19,9.3,781
2019,1,4,5,0,0,1,62.98,9.2,781
2019,1,4,5,30,0,1,62.98,9.2,781
2019,1,4,6,0,0,1,63.47,9.2,781
2019,1,4,6,30,0,0.9,62.2,9.5,781
2019,1,4,7,0,0,0.9,62.37,9.8,782
2019,1,4,7,30,37,0.8,56.46,11.3,782
2019,1,4,8,0,131,0.8,56.22,12.8,783
2019,1,4,8,30,242,0.9,50.03,14.6,783
2019,1,4,9,0,354,1,41.79,16.4,783
2019,1,4,9,30,460,1,38.25,17.8,783
2019,1,4,10,0,556,1.1,33.28,19.2,783
2019,1,4,10,30,640,1.1,31.48,20.1,783
2019,1,4,11,0,708,1.1,29.65,21,783
2019,1,4,11,30,760,1.1,28.54,21.6,782
2019,1,4,12,0,795,1.1,27.68,22.2,782
2019,1,4,12,30,807,1.1,27.15,22.5,781
2019,1,4,13,0,781,1.1,26.98,22.8,781
2019,1,4,13,30,765,1.1,26.98,22.8,781
2019,1,4,14,0,718,1.1,27.52,22.7,780
2019,1,4,14,30,673,1.1,28.19,22.3,780
2019,1,4,15,0,576,1.1,29.4,21.9,780
2019,1,4,15,30,490,1,30.72,21.2,781
2019,1,4,16,0,418,1,33.87,20.4,781
2019,1,4,16,30,305,0.8,37.16,18.9,781
2019,1,4,17,0,179,0.6,50.68,17.5,781
2019,1,4,17,30,73,0.6,50.68,17.5,781
2019,1,4,18,0,14,0.5,57.44,15,782
2019,1,4,18,30,0,0.6,58.93,14.6,782
2019,1,4,19,0,0,0.7,58.17,14.2,783
2019,1,4,19,30,0,0.7,60.87,13.5,783
2019,1,4,20,0,0,0.8,62.98,12.8,783
2019,1,4,20,30,0,0.8,65.07,12.3,783
2019,1,4,21,0,0,0.8,66.13,11.8,783
2019,1,4,21,30,0,0.8,67.01,11.6,783
2019,1,4,22,0,0,0.8,66.44,11.4,783
2019,1,4,22,30,0,0.8,66.88,11.3,783
2019,1,4,23,0,0,0.7,65.48,11.2,783
2019,1,4,23,30,0,0.7,65.48,11.2,783
2019,1,5,0,0,0,0.7,63.77,11.2,782
2019,1,5,0,30,0,0.7,63.35,11.3,782
2019,1,5,1,0,0,0.6,61.93,11.3,782
2019,1,5,1,30,0,0.6,61.93,11.3,782
2019,1,5,2,0,0,0.5,60.64,11.3,782
2019,1,5,2,30,0,0.3,61.04,11.2,782
2019,1,5,3,0,0,0.2,60.98,11.1,782
2019,1,5,3,30,0,0.2,61.38,11,782
2019,1,5,4,0,0,0.1,62.16,10.8,782
2019,1,5,4,30,0,0.1,63.42,10.5,782
2019,1,5,5,0,0,0.1,64.34,10.3,782
2019,1,5,5,30,0,0.1,65.21,10.1,782
2019,1,5,6,0,0,0.1,66.07,9.9,782
2019,1,5,6,30,0,0.2,65.28,10.1,783
2019,1,5,7,0,0,0.2,65.88,10.3,783
2019,1,5,7,30,35,0.2,59.65,11.8,783
2019,1,5,8,0,123,0.3,58.74,13.4,784
2019,1,5,8,30,230,0.4,51.64,15.4,784
2019,1,5,9,0,343,0.5,44.97,17.3,784
2019,1,5,9,30,446,0.6,41.19,18.7,784
2019,1,5,10,0,544,0.8,36.63,20.1,784
2019,1,5,10,30,626,0.8,34.66,21,784
2019,1,5,11,0,695,0.9,33.54,21.8,784
2019,1,5,11,30,746,0.9,32.3,22.4,783
2019,1,5,12,0,778,0.9,32,22.9,783
2019,1,5,12,30,794,0.8,31.42,23.2,783
2019,1,5,13,0,790,0.8,31.62,23.5,782
2019,1,5,13,30,767,0.8,31.62,23.5,782
2019,1,5,14,0,725,0.8,32.42,23.5,782
2019,1,5,14,30,665,0.8,33.01,23.2,782
2019,1,5,15,0,588,0.9,33.83,22.9,782
2019,1,5,15,30,503,0.9,35.08,22.3,782
2019,1,5,16,0,406,0.9,36.9,21.7,782
2019,1,5,16,30,303,0.8,40.21,20.3,782
2019,1,5,17,0,194,0.6,51.63,18.9,782
2019,1,5,17,30,79,0.6,51.63,18.9,782
2019,1,5,18,0,15,0.3,59.85,16,783
2019,1,5,18,30,0,0.4,61.47,15.6,784
2019,1,5,19,0,0,0.5,59.31,15.3,784
2019,1,5,19,30,0,0.6,61.63,14.7,784
2019,1,5,20,0,0,0.7,61.89,14.1,784
2019,1,5,20,30,0,0.6,63.6,13.7,785
2019,1,5,21,0,0,0.6,63.27,13.3,785
2019,1,5,21,30,0,0.4,64.51,13,785
2019,1,5,22,0,0,0.1,64.45,12.8,785
2019,1,5,22,30,0,0.3,66.51,12.3,784
2019,1,5,23,0,0,0.5,67.34,11.8,784
2019,1,5,23,30,0,0.6,69.6,11.3,784
2019,1,6,0,0,0,0.8,69.82,10.9,784
2019,1,6,0,30,0,0.8,71.7,10.5,784
2019,1,6,1,0,0,0.9,71.93,10.1,784
2019,1,6,1,30,0,0.9,72.9,9.9,784
2019,1,6,2,0,0,0.9,72.38,9.7,783
2019,1,6,2,30,0,0.9,72.87,9.6,783
2019,1,6,3,0,0,0.9,72.6,9.4,783
2019,1,6,3,30,0,0.9,73.09,9.3,783
2019,1,6,4,0,0,0.9,72.93,9.1,783
2019,1,6,4,30,0,0.9,73.42,9,783
2019,1,6,5,0,0,1,73.09,8.8,783
2019,1,6,5,30,0,1,73.58,8.7,783
2019,1,6,6,0,0,1,73.1,8.5,783
2019,1,6,6,30,0,0.9,71.73,8.8,784
2019,1,6,7,0,0,0.9,71.19,9.1,784
2019,1,6,7,30,34,0.9,62.3,11.1,784
2019,1,6,8,0,124,0.8,59.66,13.1,784
2019,1,6,8,30,233,1,51.83,15.3,785
2019,1,6,9,0,345,1.2,44.48,17.4,785
2019,1,6,9,30,452,1.4,40.49,18.9,785
2019,1,6,10,0,549,1.6,37.62,20.3,785
2019,1,6,10,30,634,1.7,35.78,21.1,784
2019,1,6,11,0,704,1.7,34.54,21.9,784
2019,1,6,11,30,754,1.7,33.31,22.5,784
2019,1,6,12,0,785,1.7,32.16,23.1,783
2019,1,6,12,30,802,1.7,31.59,23.4,783
2019,1,6,13,0,800,1.7,30.83,23.7,782
2019,1,6,13,30,779,1.7,30.64,23.8,782
2019,1,6,14,0,738,1.6,30.39,23.8,782
2019,1,6,14,30,681,1.6,30.72,23.6,781
2019,1,6,15,0,608,1.6,30.52,23.4,781
2019,1,6,15,30,523,1.6,31.46,22.9,781
2019,1,6,16,0,426,1.6,32.25,22.4,781
2019,1,6,16,30,319,1.3,34.95,21.1,782
2019,1,6,17,0,210,1,44.88,19.7,782
2019,1,6,17,30,104,1,44.88,19.7,782
2019,1,6,18,0,23,1,53.48,16.2,783
2019,1,6,18,30,0,1,57,15.2,783
2019,1,6,19,0,0,0.9,60.03,14.1,783
2019,1,6,19,30,0,0.9,62.48,13.5,784
2019,1,6,20,0,0,0.8,63.2,12.9,784
2019,1,6,20,30,0,0.7,64.03,12.7,784
2019,1,6,21,0,0,0.6,62.8,12.4,784
2019,1,6,21,30,0,0.5,63.63,12.2,784
2019,1,6,22,0,0,0.5,62.07,11.9,784
2019,1,6,22,30,0,0.4,63.31,11.6,784
2019,1,6,23,0,0,0.4,61.06,11.4,784
2019,1,6,23,30,0,0.4,62.2,11.1,783
2019,1,7,0,0,0,0.4,60.09,10.9,783
2019,1,7,0,30,0,0.4,61.29,10.6,783
2019,1,7,1,0,0,0.4,59.57,10.4,783
2019,1,7,1,30,0,0.3,60.37,10.2,783
2019,1,7,2,0,0,0.2,58.93,10.1,783
2019,1,7,2,30,0,0.2,59.72,9.9,783
2019,1,7,3,0,0,0.3,59.06,9.8,782
2019,1,7,3,30,0,0.4,59.85,9.6,782
2019,1,7,4,0,0,0.6,60,9.4,782
2019,1,7,4,30,0,0.8,61.71,9,783
2019,1,7,5,0,0,0.9,61.65,8.7,783
2019,1,7,5,30,0,1,63.34,8.3,783
2019,1,7,6,0,0,1.1,63.16,7.9,783
2019,1,7,6,30,0,1,62.73,8,783
2019,1,7,7,0,0,1,64.36,8,784
2019,1,7,7,30,39,1,55.14,10.3,784
2019,1,7,8,0,139,1,53.62,12.6,784
2019,1,7,8,30,239,1.4,46.49,14.8,784
2019,1,7,9,0,333,1.7,39.33,17,784
2019,1,7,9,30,482,1.9,35.79,18.5,784
2019,1,7,10,0,588,2.2,28.11,19.9,784
2019,1,7,10,30,676,2.2,26.59,20.8,784
2019,1,7,11,0,748,2.3,22.14,21.8,784
2019,1,7,11,30,803,2.3,21.32,22.4,783
2019,1,7,12,0,839,2.3,19.14,23.1,783
2019,1,7,12,30,838,2.3,18.79,23.4,783
2019,1,7,13,0,843,2.3,17.68,23.8,782
2019,1,7,13,30,831,2.3,17.68,23.8,782
2019,1,7,14,0,756,2.3,17.41,23.8,781
2019,1,7,14,30,672,2.3,17.62,23.6,781
2019,1,7,15,0,574,2.3,17.72,23.3,781
2019,1,7,15,30,524,2.2,18.59,22.5,781
2019,1,7,16,0,449,2.2,20.51,21.8,782
2019,1,7,16,30,335,1.7,23.18,19.8,782
2019,1,7,17,0,186,1.2,37.11,17.8,782
2019,1,7,17,30,84,1.2,37.11,17.8,782
2019,1,7,18,0,21,1,49.2,13.3,783
2019,1,7,18,30,0,0.9,51.5,12.6,783
2019,1,7,19,0,0,0.9,55,11.8,783
2019,1,7,19,30,0,0.9,57.29,11.2,784
2019,1,7,20,0,0,0.9,61.4,10.6,784
2019,1,7,20,30,0,0.8,63.91,10,784
2019,1,7,21,0,0,0.7,68.22,9.5,784
2019,1,7,21,30,0,0.6,70.55,9,784
2019,1,7,22,0,0,0.5,74.02,8.5,784
2019,1,7,22,30,0,0.5,76.05,8.1,784
2019,1,7,23,0,0,0.4,76.21,7.7,783
2019,1,7,23,30,0,0.4,76.73,7.6,783
2019,1,8,0,0,0,0.5,71.41,7.5,783
2019,1,8,0,30,0,0.5,70.45,7.7,783
2019,1,8,1,0,0,0.5,62.72,7.9,783
2019,1,8,1,30,0,0.6,63.15,7.8,783
2019,1,8,2,0,0,0.7,59.12,7.8,783
2019,1,8,2,30,0,0.8,60.34,7.5,783
2019,1,8,3,0,0,0.9,60.31,7.3,783
2019,1,8,3,30,0,0.9,61.56,7,783
2019,1,8,4,0,0,0.9,64.02,6.8,783
2019,1,8,4,30,0,0.9,64.46,6.7,783
2019,1,8,5,0,0,0.8,68.52,6.6,783
2019,1,8,5,30,0,0.7,68.52,6.6,783
2019,1,8,6,0,0,0.6,72.68,6.6,783
2019,1,8,6,30,0,0.4,71.69,6.8,783
2019,1,8,7,0,0,0.2,74.71,7,784
2019,1,8,7,30,39,0.2,66.11,8.8,784
2019,1,8,8,0,140,0.2,63.37,10.7,784
2019,1,8,8,30,258,0.3,54.48,13,784
2019,1,8,9,0,332,0.4,42.03,15.2,785
2019,1,8,9,30,480,0.6,36.55,17.4,785
2019,1,8,10,0,594,0.9,22.85,19.5,785
2019,1,8,10,30,683,1,21.33,20.6,784
2019,1,8,11,0,755,1.2,17.91,21.6,784
2019,1,8,11,30,811,1.3,17.17,22.3,784
2019,1,8,12,0,848,1.4,15.81,22.9,783
2019,1,8,12,30,866,1.5,15.53,23.2,783
2019,1,8,13,0,864,1.6,14.92,23.6,782
2019,1,8,13,30,844,1.6,14.92,23.6,782
2019,1,8,14,0,804,1.7,14.79,23.6,782
2019,1,8,14,30,747,1.7,15.06,23.3,782
2019,1,8,15,0,672,1.8,15.28,23,782
2019,1,8,15,30,581,1.8,15.85,22.4,782
2019,1,8,16,0,477,1.8,18.17,21.7,782
2019,1,8,16,30,365,1.6,20.28,19.9,782
2019,1,8,17,0,247,1.4,31.75,18.2,782
2019,1,8,17,30,130,1.4,31.75,18.2,782
2019,1,8,18,0,32,1.4,41.4,13.9,783
2019,1,8,18,30,0,1.4,45.34,12.5,783
2019,1,8,19,0,0,1.3,52.22,11.1,784
2019,1,8,19,30,0,1.2,55.44,10.2,784
2019,1,8,20,0,0,1,59.1,9.2,784
2019,1,8,20,30,0,0.9,61.53,8.6,784
2019,1,8,21,0,0,0.8,65.17,8,785
2019,1,8,21,30,0,0.8,67.43,7.5,785
2019,1,8,22,0,0,0.7,71.48,7.1,785
2019,1,8,22,30,0,0.7,73.46,6.7,785
2019,1,8,23,0,0,0.7,76.78,6.3,784
2019,1,8,23,30,0,0.7,78.92,5.9,784
2019,1,9,0,0,0,0.7,81.26,5.5,784
2019,1,9,0,30,0,0.6,82.97,5.2,784
2019,1,9,1,0,0,0.6,82.37,4.9,784
2019,1,9,1,30,0,0.5,84.11,4.6,784
2019,1,9,2,0,0,0.4,80.57,4.4,784
2019,1,9,2,30,0,0.4,82.27,4.1,784
2019,1,9,3,0,0,0.4,77.77,3.8,784
2019,1,9,3,30,0,0.4,78.87,3.6,784
2019,1,9,4,0,0,0.4,74.07,3.5,784
2019,1,9,4,30,0,0.4,75.12,3.3,784
2019,1,9,5,0,0,0.5,72.48,3.2,784
2019,1,9,5,30,0,0.5,72.99,3.1,784
2019,1,9,6,0,0,0.6,72.71,2.9,784
2019,1,9,6,30,0,0.6,70.69,3.3,784
2019,1,9,7,0,0,0.7,70.81,3.7,785
2019,1,9,7,30,42,1.1,62.02,5.6,785
2019,1,9,8,0,144,1.4,57.21,7.6,785
2019,1,9,8,30,262,1.6,49.39,9.8,786
2019,1,9,9,0,380,1.8,46.6,12,786
2019,1,9,9,30,490,1.9,41.17,13.9,786
2019,1,9,10,0,588,2.1,38.26,15.7,786
2019,1,9,10,30,675,2.1,35.46,16.9,786
2019,1,9,11,0,747,2.1,34.15,18.1,785
2019,1,9,11,30,798,2,32.49,18.9,785
2019,1,9,12,0,834,1.9,31.72,19.7,785
2019,1,9,12,30,850,1.7,30.72,20.2,784
2019,1,9,13,0,847,1.6,30.35,20.6,784
2019,1,9,13,30,826,1.4,30.13,20.7,783
2019,1,9,14,0,785,1.3,30.34,20.8,783
2019,1,9,14,30,727,1.2,30.52,20.7,783
2019,1,9,15,0,652,1.1,31.04,20.5,783
2019,1,9,15,30,564,1.1,32.01,20,783
2019,1,9,16,0,463,1.2,33.21,19.5,783
2019,1,9,16,30,353,1.1,36.01,18.2,783
2019,1,9,17,0,237,1.1,44.65,16.9,783
2019,1,9,17,30,124,1.1,44.65,16.9,783
2019,1,9,18,0,30,1.1,53.91,13.6,784
2019,1,9,18,30,0,1.2,59.06,12.2,784
2019,1,9,19,0,0,1.4,66.64,10.7,784
2019,1,9,19,30,0,1.3,69.91,10,785
2019,1,9,20,0,0,1.3,74.13,9.2,785
2019,1,9,20,30,0,1.3,75.65,8.9,785
2019,1,9,21,0,0,1.3,77.2,8.5,785
2019,1,9,21,30,0,1.2,79.32,8.1,785
2019,1,9,22,0,0,1.2,80.9,7.7,785
2019,1,9,22,30,0,1.1,83.13,7.3,785
2019,1,9,23,0,0,1.1,84.81,6.9,785
2019,1,9,23,30,0,1,86.58,6.6,785
2019,1,10,0,0,0,0.9,87.44,6.3,785
2019,1,10,0,30,0,0.9,88.04,6.2,785
2019,1,10,1,0,0,0.8,87.87,6,784
2019,1,10,1,30,0,0.8,88.48,5.9,784
2019,1,10,2,0,0,0.8,87.15,5.8,784
2019,1,10,2,30,0,0.8,88.37,5.6,784
2019,1,10,3,0,0,0.8,87.23,5.5,784
2019,1,10,3,30,0,0.7,88.44,5.3,784
2019,1,10,4,0,0,0.7,87.68,5.2,784
2019,1,10,4,30,0,0.7,88.29,5.1,784
2019,1,10,5,0,0,0.7,87.91,5,784
2019,1,10,5,30,0,0.6,88.52,4.9,784
2019,1,10,6,0,0,0.6,88.55,4.8,784
2019,1,10,6,30,0,0.6,86.72,5.1,784
2019,1,10,7,0,0,0.7,85.4,5.4,785
2019,1,10,7,30,11,0.7,76.49,7,785
2019,1,10,8,0,44,0.8,71.72,8.6,785
2019,1,10,8,30,82,0.7,61.91,10.8,785
2019,1,10,9,0,124,0.5,55.25,13,785
2019,1,10,9,30,243,0.5,48.86,14.9,785
2019,1,10,10,0,445,0.5,42.95,16.7,785
2019,1,10,10,30,656,0.4,39.57,18,785
2019,1,10,11,0,726,0.3,36.26,19.2,784
2019,1,10,11,30,779,0.3,34.72,19.9,784
2019,1,10,12,0,814,0.2,33.31,20.6,783
2019,1,10,12,30,833,0.3,32.71,20.9,783
2019,1,10,13,0,831,0.3,32.06,21.3,782
2019,1,10,13,30,810,0.4,32.06,21.3,782
2019,1,10,14,0,769,0.4,32.08,21.4,782
2019,1,10,14,30,711,0.4,32.48,21.2,782
2019,1,10,15,0,635,0.5,32.96,21,782
2019,1,10,15,30,548,0.5,34.19,20.4,782
2019,1,10,16,0,448,0.5,35.79,19.8,782
2019,1,10,16,30,340,0.4,38.8,18.5,782
2019,1,10,17,0,227,0.3,46.92,17.3,782
2019,1,10,17,30,97,0.3,46.92,17.3,782
2019,1,10,18,0,25,0.2,61.68,13.6,782
2019,1,10,18,30,0,0.2,64.64,12.9,783
2019,1,10,19,0,0,0.1,66.62,12.2,783
2019,1,10,19,30,0,0.2,68.4,11.8,783
2019,1,10,20,0,0,0.2,68.5,11.4,783
2019,1,10,20,30,0,0.3,70.43,11,784
2019,1,10,21,0,0,0.5,70.43,10.6,784
2019,1,10,21,30,0,0.6,72.81,10.1,784
2019,1,10,22,0,0,0.7,74.25,9.6,784
2019,1,10,22,30,0,0.7,76.68,9.1,783
2019,1,10,23,0,0,0.7,78.35,8.6,783
2019,1,10,23,30,0,0.7,79.96,8.3,783
2019,1,11,0,0,0,0.7,80.36,8,783
2019,1,11,0,30,0,0.7,82.01,7.7,783
2019,1,11,1,0,0,0.7,81.84,7.5,783
2019,1,11,1,30,0,0.8,82.85,7.3,782
2019,1,11,2,0,0,0.8,82.75,7.1,782
2019,1,11,2,30,0,0.9,83.32,7,782
2019,1,11,3,0,0,0.9,82.97,6.9,782
2019,1,11,3,30,0,0.9,83.54,6.8,782
2019,1,11,4,0,0,1,82.91,6.8,782
2019,1,11,4,30,0,1,82.91,6.8,782
2019,1,11,5,0,0,1,82.31,6.8,782
2019,1,11,5,30,0,1,81.75,6.9,782
2019,1,11,6,0,0,1,81.23,6.9,782
2019,1,11,6,30,0,0.9,78.5,7.4,782
2019,1,11,7,0,0,0.9,77.45,7.8,783
2019,1,11,7,30,33,1.1,67.23,9.9,783
2019,1,11,8,0,128,1.2,61.8,12,783
2019,1,11,8,30,240,1.3,54.25,14,783
2019,1,11,9,0,355,1.4,46.84,16,784
2019,1,11,9,30,464,1.3,43.14,17.3,784
2019,1,11,10,0,563,1.3,38.62,18.5,783
2019,1,11,10,30,649,1.3,36.52,19.4,783
2019,1,11,11,0,720,1.2,33.66,20.3,783
2019,1,11,11,30,775,1.3,32.4,20.9,782
2019,1,11,12,0,812,1.4,30.93,21.5,782
2019,1,11,12,30,831,1.5,30.33,21.8,781
2019,1,11,13,0,831,1.6,29.7,22.2,781
2019,1,11,13,30,811,1.6,29.66,22.2,780
2019,1,11,14,0,771,1.7,29.88,22.2,780
2019,1,11,14,30,713,1.8,30.43,21.9,780
2019,1,11,15,0,640,1.8,31.52,21.6,780
2019,1,11,15,30,439,1.8,32.69,21,780
2019,1,11,16,0,294,1.7,34.87,20.3,780
2019,1,11,16,30,199,1.3,37.79,19,780
2019,1,11,17,0,88,1,47.77,17.7,780
2019,1,11,17,30,26,1,47.77,17.7,780
2019,1,11,18,0,12,0.6,62.43,13.9,780
2019,1,11,18,30,0,0.7,64.57,13.4,781
2019,1,11,19,0,0,0.7,66.09,12.8,781
2019,1,11,19,30,0,0.8,67.4,12.5,781
2019,1,11,20,0,0,0.9,66.94,12.3,781
2019,1,11,20,30,0,0.9,67.91,12.1,782
2019,1,11,21,0,0,0.9,67.78,11.9,782
2019,1,11,21,30,0,0.9,69.14,11.6,782
