Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2019,1,1,0,0,0,0,0,0,0,0,0,3.6,169.98,0,0.13,1.1,0.9,144,67.16,9.4,780,0,0
2019,1,1,0,30,0,0,0,0,0,0,0,3.6,175.67,0,0.13,1.1,0.9,153,68.53,9.1,780,0,0
2019,1,1,1,0,0,0,0,0,0,0,0,3.6,174.11,0,0.13,1.1,0.9,162,69.25,8.9,780,0,0
2019,1,1,1,30,0,0,0,0,0,0,0,3.6,167.82,0,0.13,1.1,0.9,168,69.71,8.8,780,0,0
2019,1,1,2,0,0,0,0,0,0,0,0,3.8,161.05,0,0.13,1.1,0.9,175,70.63,8.8,780,0,0
2019,1,1,2,30,0,0,0,0,0,0,0,3.8,154.17,0,0.13,1.1,0.9,179,70.63,8.8,780,0,0
2019,1,1,3,0,0,0,0,0,0,0,0,4.1,147.28,0,0.13,1.1,0.9,184,72.2,8.8,780,0,0
2019,1,1,3,30,0,0,0,0,0,0,0,4.1,140.38,0,0.13,1.1,0.9,187,72.69,8.7,780,0,0
2019,1,1,4,0,0,0,0,0,0,0,0,4.4,133.5,0,0.13,1,0.9,191,74.22,8.7,780,0,0
2019,1,1,4,30,0,0,0,0,0,0,0,4.4,126.64,0,0.13,1,0.9,193,74.22,8.7,780,0,0
2019,1,1,5,0,0,0,0,0,0,0,0,4.5,119.82,0,0.13,0.9,0.8,195,75.36,8.6,780,0,0
2019,1,1,5,30,0,0,0,0,0,0,0,4.5,113.05,0,0.13,0.8,0.8,193,75.36,8.6,780,0,0
2019,1,1,6,0,0,0,0,0,0,0,0,4.3,106.33,0,0.13,0.7,0.8,191,74.8,8.5,780,0,0
2019,1,1,6,30,0,0,0,0,0,0,0,4.3,99.69,0,0.13,0.6,0.8,185,74.3,8.6,780,0,0
2019,1,1,7,0,0,0,0,0,0,0,0,4.1,93.14,0,0.13,0.5,0.8,179,72.68,8.7,781,0,0
2019,1,1,7,30,26,300,44,26,300,44,0,4.1,86.54,0,0.13,0.7,0.7,174,64,10.6,781,0,0
2019,1,1,8,0,43,606,145,43,606,145,0,4.6,80.34,0,0.13,0.9,0.7,169,58.76,12.5,781,0,0
2019,1,1,8,30,55,760,261,55,760,261,0,4.6,74.26,0,0.13,1,0.7,166,51.6,14.5,781,12.8474,9.8861
2019,1,1,9,0,63,853,377,63,853,377,0,2.5,68.4,0,0.13,1.1,0.7,163,39.02,16.5,781,19.5718,15.1847
2019,1,1,9,30,69,913,486,69,913,486,0,2.5,62.82,0,0.13,0.9,0.7,167,35.5,18,781,26.3238,20.5236
2019,1,1,10,0,74,953,584,74,953,584,0,1,57.64,0,0.13,0.8,0.7,172,29.12,19.5,781,32.621,25.5091
2019,1,1,10,30,78,981,669,78,981,669,0,1,52.95,0,0.13,0.8,0.7,184,27.54,20.4,781,38.2026,29.9303
2019,1,1,11,0,82,1000,739,82,1000,739,0,0.7,48.91,0,0.13,0.7,0.7,196,25.31,21.4,781,42.8593,33.6198
2019,1,1,11,30,83,1010,789,83,1010,789,0,0.7,45.69,0,0.13,0.8,0.7,208,24.37,22,780,46.2407,36.3006
2019,1,1,12,0,87,1013,822,87,1013,822,0,0.7,43.48,0,0.13,0.8,0.8,219,23.43,22.6,780,48.4819,38.0774
2019,1,1,12,30,92,1007,835,88,1014,837,0,0.6,42.42,0,0.13,0.8,0.8,229,22.98,22.9,779,49.3884,38.7971
2019,1,1,13,0,217,741,762,91,1006,831,7,0.8,42.62,0,0.13,0.8,0.9,238,22.59,23.3,779,45.047,35.3854
2019,1,1,13,30,128,920,789,91,996,807,0,0.8,44.04,0,0.13,0.8,0.9,248,22.59,23.3,779,46.4634,36.4881
2019,1,1,14,0,121,916,750,92,980,765,0,0.9,46.59,0,0.13,0.7,0.9,258,22.91,23.3,778,43.8332,34.4036
2019,1,1,14,30,200,667,628,89,958,704,7,0.9,50.08,0,0.13,0.5,1,306,23.19,23.1,778,36.2691,28.4411
2019,1,1,15,0,239,436,493,87,930,629,7,1.2,54.34,0,0.13,0.3,1,355,23.99,22.8,778,27.9827,21.9125
2019,1,1,15,30,186,475,429,83,894,541,7,1.2,59.19,0,0.13,0.4,1,203,24.88,22.2,778,23.7618,18.5669
2019,1,1,16,0,95,753,419,78,842,440,0,2,64.51,0,0.13,0.5,1,50,27.57,21.5,778,22.4291,17.4652
2019,1,1,16,30,77,698,314,69,769,330,0,2,70.18,7,0.13,0.4,1,38,30.83,19.7,779,16.0489,12.4253
2019,1,1,17,0,63,584,203,58,655,215,0,6.2,76.12,7,0.13,0.3,1,26,46.16,17.9,779,9.8346,7.5424
2019,1,1,17,30,44,428,102,42,467,105,0,6.2,82.26,21,0.13,0.3,1,26,46.16,17.9,779,0,0
2019,1,1,18,0,14,99,17,16,138,20,0,5.7,88.43,14,0.13,0.2,1.1,35,55.33,14.5,779,0,0
2019,1,1,18,30,0,0,0,0,0,0,0,5.7,95.16,0,0.13,0.2,1.1,77,57.59,13.9,780,0,0
2019,1,1,19,0,0,0,0,0,0,0,0,5.5,101.74,0,0.13,0.1,1.1,119,59.09,13.3,780,0,0
2019,1,1,19,30,0,0,0,0,0,0,0,5.5,108.41,0,0.13,0.2,1.1,192,60.65,12.9,780,0,0
2019,1,1,20,0,0,0,0,0,0,0,7,5.1,115.14,0,0.13,0.3,1.1,266,60.47,12.5,781,0,0
2019,1,1,20,30,0,0,0,0,0,0,7,5.1,121.93,0,0.13,0.3,1.1,274,62.08,12.1,781,0,0
2019,1,1,21,0,0,0,0,0,0,0,7,4.7,128.77,0,0.13,0.3,1.1,282,61.7,11.8,781,0,0
2019,1,1,21,30,0,0,0,0,0,0,7,4.7,135.63,0,0.13,0.3,1.1,283,63.77,11.3,781,0,0
2019,1,1,22,0,0,0,0,0,0,0,7,4.6,142.52,0,0.13,0.2,1.1,284,65.69,10.8,781,0,0
2019,1,1,22,30,0,0,0,0,0,0,6,4.6,149.43,0,0.13,0.2,1,263,67.46,10.4,781,0,0
2019,1,1,23,0,0,0,0,0,0,0,7,4.5,156.32,0,0.13,0.3,1,241,69.15,9.9,781,0,0
2019,1,1,23,30,0,0,0,0,0,0,7,4.5,163.19,0,0.13,0.4,1,233,71.5,9.4,781,0,0
2019,1,2,0,0,0,0,0,0,0,0,7,4.3,169.9,0,0.13,0.5,1,226,72.72,8.9,781,0,0
2019,1,2,0,30,0,0,0,0,0,0,7,4.3,175.68,0,0.13,0.6,1,222,74.7,8.5,781,0,0
2019,1,2,1,0,0,0,0,0,0,0,7,4,174.24,0,0.13,0.6,1,218,75.43,8.1,781,0,0
2019,1,2,1,30,0,0,0,0,0,0,7,4,167.95,0,0.13,0.7,1,214,75.43,8.1,781,0,0
2019,1,2,2,0,0,0,0,0,0,0,0,3.7,161.17,0,0.13,0.8,1,211,73.76,8.1,781,0,0
2019,1,2,2,30,0,0,0,0,0,0,7,3.7,154.29,0,0.13,0.9,0.9,210,74.26,8,781,0,0
2019,1,2,3,0,0,0,0,0,0,0,0,3.1,147.38,0,0.13,1,0.9,209,71.75,7.9,780,0,0
2019,1,2,3,30,0,0,0,0,0,0,0,3.1,140.48,0,0.13,1,0.9,204,72.73,7.7,780,0,0
2019,1,2,4,0,0,0,0,0,0,0,7,2.8,133.6,0,0.13,1.1,0.9,200,71.53,7.6,780,0,0
2019,1,2,4,30,0,0,0,0,0,0,0,2.8,126.74,0,0.13,1.1,0.9,194,71.53,7.6,780,0,0
2019,1,2,5,0,0,0,0,0,0,0,0,2.5,119.91,0,0.13,1.1,0.8,188,70.06,7.6,780,0,0
2019,1,2,5,30,0,0,0,0,0,0,0,2.5,113.13,0,0.13,1,0.8,187,71.02,7.4,780,0,0
2019,1,2,6,0,0,0,0,0,0,0,0,2.4,106.42,0,0.13,1,0.8,186,70.85,7.3,781,0,0
2019,1,2,6,30,0,0,0,0,0,0,0,2.4,99.77,0,0.13,0.9,0.8,184,69.42,7.6,781,0,0
2019,1,2,7,0,0,0,0,0,0,0,0,3,93.21,0,0.13,0.8,0.8,182,70.79,8,782,0,0
2019,1,2,7,30,24,362,45,24,362,45,0,3,86.6,0,0.13,0.9,0.8,179,62.7,9.8,782,0,0
2019,1,2,8,0,37,664,148,37,664,148,0,4.7,80.4,0,0.13,1.1,0.8,175,62.76,11.6,782,0,0
2019,1,2,8,30,47,804,264,47,804,264,0,4.8,74.31,0,0.13,1.1,0.8,170,55.86,13.4,783,12.9891,9.9943
2019,1,2,9,0,54,885,379,54,885,379,0,4.6,68.44,0,0.13,1.1,0.8,165,48.76,15.3,783,19.6689,15.2594
2019,1,2,9,30,59,936,486,59,936,486,0,4.6,62.85,0,0.13,1.2,0.9,164,44.32,16.8,783,26.3185,20.5191
2019,1,2,10,0,88,888,563,64,972,584,0,3.7,57.65,0,0.13,1.4,0.9,162,37.94,18.3,783,31.4463,24.5904
2019,1,2,10,30,162,731,602,67,997,668,7,3.7,52.95,0,0.13,1.6,0.9,164,35.82,19.2,782,34.3766,26.9328
2019,1,2,11,0,173,746,664,71,1014,738,7,3.6,48.89,0,0.13,1.8,0.9,167,33.4,20.2,782,38.5123,30.2101
2019,1,2,11,30,289,520,653,75,1022,789,7,3.6,45.65,0,0.13,2,0.9,171,32.15,20.8,781,38.2748,30.0473
2019,1,2,12,0,338,405,632,78,1023,821,7,3.8,43.42,0,0.13,2.2,1,176,31.6,21.3,780,37.2818,29.2812
2019,1,2,12,30,374,308,602,79,1025,837,7,3.8,42.34,0,0.13,2.3,1,179,31.22,21.5,780,35.6144,27.9773
2019,1,2,13,0,383,237,558,80,1022,833,6,4,42.52,0,0.13,2.4,1,183,31.38,21.7,779,32.9958,25.9194
2019,1,2,13,30,327,421,630,81,1012,810,7,4,43.93,0,0.13,2.4,1.1,184,31.76,21.5,779,37.1115,29.1446
2019,1,2,14,0,325,343,561,81,999,769,7,4.3,46.46,0,0.13,2.4,1.1,184,32.76,21.3,779,32.8006,25.7452
2019,1,2,14,30,266,460,562,78,983,711,7,4.3,49.95,0,0.13,2.3,1.1,188,33.57,20.9,779,32.4729,25.4652
2019,1,2,15,0,257,397,489,76,959,637,7,4.5,54.2,0,0.13,2.1,1.1,191,34.86,20.5,778,27.7731,21.7495
2019,1,2,15,30,244,199,346,73,924,548,7,4.5,59.05,0,0.13,1.9,1.1,200,35.78,20.1,779,19.1796,14.9876
2019,1,2,16,0,198,149,262,68,875,446,7,4.6,64.37,0,0.13,1.7,1.1,209,37.11,19.7,779,14.0391,10.9332
2019,1,2,16,30,108,420,251,61,804,335,7,4.6,70.04,4,0.13,1.3,1.2,219,40.23,18.4,779,12.845,9.9466
2019,1,2,17,0,71,493,190,52,694,220,7,7.1,75.98,46,0.13,0.8,1.2,228,51.66,17.1,780,9.215,7.0691
2019,1,2,17,30,46,313,89,39,512,109,7,7.1,82.12,96,0.13,0.8,1.2,228,51.66,17.1,780,0,0
2019,1,2,18,0,14,91,17,17,163,22,7,5.6,88.3,57,0.13,0.9,1.2,241,56.82,14,780,0,0
2019,1,2,18,30,0,0,0,0,0,0,7,5.6,95.03,0,0.13,0.9,1.1,240,58.38,13.6,781,0,0
2019,1,2,19,0,0,0,0,0,0,0,0,4.9,101.61,0,0.13,0.9,1.1,239,56.98,13.2,781,0,0
2019,1,2,19,30,0,0,0,0,0,0,0,4.9,108.28,0,0.13,0.9,1.1,238,58.11,12.9,781,0,0
2019,1,2,20,0,0,0,0,0,0,0,0,4.3,115.02,0,0.13,0.9,1.1,237,57,12.6,781,0,0
2019,1,2,20,30,0,0,0,0,0,0,0,4.3,121.81,0,0.13,0.9,1,235,58.13,12.3,781,0,0
2019,1,2,21,0,0,0,0,0,0,0,0,3.9,128.65,0,0.13,0.8,1,234,57.74,12,781,0,0
2019,1,2,21,30,0,0,0,0,0,0,0,3.9,135.52,0,0.13,0.7,1,234,58.89,11.7,781,0,0
2019,1,2,22,0,0,0,0,0,0,0,0,3.8,142.41,0,0.13,0.6,1,233,59.98,11.3,781,0,0
2019,1,2,22,30,0,0,0,0,0,0,0,3.8,149.32,0,0.13,0.5,1,242,61.59,10.9,781,0,0
2019,1,2,23,0,0,0,0,0,0,0,0,3.7,156.22,0,0.13,0.4,1.1,252,62.32,10.6,781,0,0
2019,1,2,23,30,0,0,0,0,0,0,0,3.7,163.09,0,0.13,0.4,1.1,265,63.58,10.3,781,0,0
2019,1,3,0,0,0,0,0,0,0,0,0,3.5,169.83,0,0.13,0.3,1.1,279,63.97,10,781,0,0
2019,1,3,0,30,0,0,0,0,0,0,0,3.5,175.69,0,0.13,0.4,1.1,289,64.83,9.8,781,0,0
2019,1,3,1,0,0,0,0,0,0,0,0,3.4,174.39,0,0.13,0.4,1.1,299,65.15,9.6,781,0,0
2019,1,3,1,30,0,0,0,0,0,0,0,3.4,168.08,0,0.13,0.5,1,304,66.39,9.3,780,0,0
2019,1,3,2,0,0,0,0,0,0,0,3,3.2,161.28,0,0.13,0.6,1,309,66.5,9.1,780,0,0
2019,1,3,2,30,0,0,0,0,0,0,7,3.2,154.4,0,0.13,0.7,1,309,67.4,8.9,780,0,0
2019,1,3,3,0,0,0,0,0,0,0,7,3,147.49,0,0.13,0.7,1,309,67.73,8.6,780,0,0
2019,1,3,3,30,0,0,0,0,0,0,7,3,140.58,0,0.13,0.7,1,308,68.19,8.5,780,0,0
2019,1,3,4,0,0,0,0,0,0,0,7,2.7,133.69,0,0.13,0.7,1,307,67.34,8.4,780,0,0
2019,1,3,4,30,0,0,0,0,0,0,7,2.7,126.83,0,0.13,0.7,1,305,66.88,8.5,780,0,0
2019,1,3,5,0,0,0,0,0,0,0,7,2.4,120,0,0.13,0.6,1,303,65.29,8.5,780,0,0
2019,1,3,5,30,0,0,0,0,0,0,7,2.4,113.22,0,0.13,0.6,1.1,301,65.29,8.5,780,0,0
2019,1,3,6,0,0,0,0,0,0,0,6,2,106.5,0,0.13,0.6,1.1,299,63.16,8.6,781,0,0
2019,1,3,6,30,0,0,0,0,0,0,7,2,99.84,0,0.13,0.5,1,297,62.32,8.8,781,0,0
2019,1,3,7,0,0,0,0,0,0,0,7,1.9,93.28,0,0.13,0.5,1,294,60.79,9.1,782,0,0
2019,1,3,7,30,11,0,11,25,257,40,7,1.9,86.67,86,0.13,0.5,1,264,55.36,10.5,782,0,0
2019,1,3,8,0,31,0,31,46,556,138,7,3.2,80.46,100,0.13,0.5,1,234,55.19,11.9,782,0,0
2019,1,3,8,30,88,67,106,59,715,252,6,3.2,74.36,29,0.13,0.8,1,238,49.14,13.7,783,5.213,4.0107
2019,1,3,9,0,151,104,189,68,812,366,7,3,68.47,0,0.13,1,1,242,43.08,15.5,783,9.806,7.6074
2019,1,3,9,30,202,196,291,76,874,474,7,3,62.88,0,0.13,1.1,1,252,38.92,17.1,783,15.7554,12.2834
2019,1,3,10,0,204,465,453,81,916,571,7,2.2,57.67,0,0.13,1.1,1,263,33.34,18.7,783,25.2996,19.7836
2019,1,3,10,30,249,423,504,86,943,654,7,2.2,52.95,0,0.13,1.2,1.1,271,31.1,19.8,782,28.7804,22.5484
2019,1,3,11,0,290,409,559,90,963,723,7,2.1,48.87,0,0.13,1.3,1.1,279,28.95,20.8,782,32.4245,25.4348
2019,1,3,11,30,290,494,636,94,974,775,7,2.1,45.61,0,0.13,1.3,1.1,284,27.7,21.5,781,37.2829,29.2689
2019,1,3,12,0,302,505,669,99,978,810,7,1.9,43.35,0,0.13,1.3,1.1,288,26.23,22.2,781,39.4719,31.0018
2019,1,3,12,30,340,406,641,100,978,824,7,1.9,42.25,0,0.13,1.3,1.2,289,25.57,22.6,780,37.9305,29.7973
2019,1,3,13,0,315,532,708,101,974,820,7,1.8,42.41,0,0.13,1.2,1.2,289,24.96,22.9,780,41.8777,32.8972
2019,1,3,13,30,321,460,653,101,966,798,7,1.8,43.8,0,0.13,1.1,1.2,288,24.81,23,780,38.4803,30.2203
2019,1,3,14,0,286,506,635,99,951,756,7,1.8,46.33,0,0.13,1,1.3,286,24.64,23.1,779,37.1423,29.1538
2019,1,3,14,30,266,479,575,97,932,698,7,1.8,49.81,0,0.13,1,1.3,288,24.94,22.9,779,33.241,26.0686
2019,1,3,15,0,178,660,565,92,906,624,7,1.8,54.06,0,0.13,1,1.3,290,25.3,22.7,779,32.1095,25.1467
2019,1,3,15,30,88,868,536,88,868,536,0,1.8,58.91,0,0.13,1,1.3,297,26.24,22.1,779,29.735,23.2377
2019,1,3,16,0,82,811,435,82,811,435,0,2.3,64.23,0,0.13,1,1.4,305,28.13,21.5,779,23.3326,18.1726
2019,1,3,16,30,74,734,326,74,734,326,0,2.3,69.9,0,0.13,0.7,1.4,312,31.46,19.7,780,16.7041,12.9372
2019,1,3,17,0,62,616,213,62,616,213,0,6.3,75.85,0,0.13,0.5,1.4,320,46.25,18,780,10.3413,7.935
2019,1,3,17,30,52,241,86,45,432,105,3,6.3,81.99,68,0.13,0.5,1.4,320,46.25,18,780,0,0
2019,1,3,18,0,13,49,15,16,125,20,0,5.7,88.18,57,0.13,0.3,1.4,310,55.49,14.5,780,0,0
2019,1,3,18,30,0,0,0,0,0,0,0,5.7,94.89,0,0.13,0.3,1.4,324,56.64,14.2,781,0,0
2019,1,3,19,0,0,0,0,0,0,0,0,4.9,101.48,0,0.13,0.3,1.4,338,54.48,13.9,781,0,0
2019,1,3,19,30,0,0,0,0,0,0,0,4.9,108.15,0,0.13,0.4,1.4,187,55.55,13.6,781,0,0
2019,1,3,20,0,0,0,0,0,0,0,7,4.3,114.89,0,0.13,0.5,1.4,37,54.56,13.3,781,0,0
2019,1,3,20,30,0,0,0,0,0,0,7,4.3,121.69,0,0.13,0.6,1.4,46,55.71,13,782,0,0
2019,1,3,21,0,0,0,0,0,0,0,0,4,128.53,0,0.13,0.7,1.4,55,55.64,12.6,782,0,0
2019,1,3,21,30,0,0,0,0,0,0,7,4,135.4,0,0.13,0.7,1.4,65,56.75,12.3,782,0,0
2019,1,3,22,0,0,0,0,0,0,0,0,3.6,142.3,0,0.13,0.6,1.4,76,56.95,11.9,782,0,0
2019,1,3,22,30,0,0,0,0,0,0,7,3.6,149.21,0,0.13,0.6,1.4,93,57.71,11.7,782,0,0
2019,1,3,23,0,0,0,0,0,0,0,7,3.3,156.12,0,0.13,0.5,1.4,110,57.02,11.5,782,0,0
2019,1,3,23,30,0,0,0,0,0,0,0,3.3,163,0,0.13,0.5,1.4,134,57.71,11.3,781,0,0
2019,1,4,0,0,0,0,0,0,0,0,7,2.9,169.76,0,0.13,0.4,1.4,158,57.21,11.1,781,0,0
2019,1,4,0,30,0,0,0,0,0,0,7,2.9,175.7,0,0.13,0.5,1.4,178,57.97,10.9,781,0,0
2019,1,4,1,0,0,0,0,0,0,0,7,2.7,174.53,0,0.13,0.6,1.4,199,57.92,10.7,781,0,0
2019,1,4,1,30,0,0,0,0,0,0,7,2.7,168.2,0,0.13,0.7,1.4,210,59.09,10.4,781,0,0
2019,1,4,2,0,0,0,0,0,0,0,7,2.6,161.4,0,0.13,0.8,1.4,221,59.35,10.2,781,0,0
2019,1,4,2,30,0,0,0,0,0,0,0,2.6,154.51,0,0.13,0.8,1.4,224,60.55,9.9,781,0,0
2019,1,4,3,0,0,0,0,0,0,0,0,2.5,147.59,0,0.13,0.9,1.4,226,60.83,9.7,781,0,0
2019,1,4,3,30,0,0,0,0,0,0,0,2.5,140.68,0,0.13,0.9,1.4,224,61.65,9.5,781,0,0
2019,1,4,4,0,0,0,0,0,0,0,7,2.4,133.79,0,0.13,1,1.4,222,61.77,9.4,781,0,0
2019,1,4,4,30,0,0,0,0,0,0,0,2.4,126.92,0,0.13,1,1.4,219,62.19,9.3,781,0,0
2019,1,4,5,0,0,0,0,0,0,0,0,2.5,120.09,0,0.13,1,1.4,217,62.98,9.2,781,0,0
2019,1,4,5,30,0,0,0,0,0,0,0,2.5,113.3,0,0.13,1,1.4,216,62.98,9.2,781,0,0
2019,1,4,6,0,0,0,0,0,0,0,0,2.6,106.57,0,0.13,1,1.4,216,63.47,9.2,781,0,0
2019,1,4,6,30,0,0,0,0,0,0,0,2.6,99.92,0,0.13,0.9,1.4,219,62.2,9.5,781,0,0
2019,1,4,7,0,0,0,0,0,0,0,0,2.9,93.35,0,0.13,0.9,1.4,222,62.37,9.8,782,0,0
2019,1,4,7,30,24,224,37,24,224,37,0,2.9,86.72,0,0.13,0.8,1.4,233,56.46,11.3,782,0,0
2019,1,4,8,0,47,509,131,47,509,131,0,4.3,80.51,0,0.13,0.8,1.4,245,56.22,12.8,783,0,0
2019,1,4,8,30,62,670,242,62,670,242,0,4.3,74.4,0,0.13,0.9,1.4,267,50.03,14.6,783,11.897,9.1526
2019,1,4,9,0,72,769,354,72,769,354,0,3.4,68.51,0,0.13,1,1.4,290,41.79,16.4,783,18.3605,14.2433
2019,1,4,9,30,81,832,460,81,832,460,0,3.4,62.9,0,0.13,1,1.4,292,38.25,17.8,783,24.9022,19.4141
2019,1,4,10,0,88,876,556,88,876,556,0,2.7,57.67,0,0.13,1.1,1.4,294,33.28,19.2,783,31.0521,24.2819
2019,1,4,10,30,94,906,640,94,906,640,0,2.7,52.94,0,0.13,1.1,1.4,291,31.48,20.1,783,36.5481,28.6342
2019,1,4,11,0,99,926,708,99,926,708,0,2.6,48.84,0,0.13,1.1,1.4,288,29.65,21,783,41.0715,32.218
2019,1,4,11,30,102,940,760,102,940,760,0,2.6,45.56,0,0.13,1.1,1.4,285,28.54,21.6,782,44.5585,34.981
2019,1,4,12,0,106,947,795,106,947,795,0,2.7,43.28,0,0.13,1.1,1.4,281,27.68,22.2,782,46.915,36.8482
2019,1,4,12,30,121,925,807,109,947,811,0,2.6,42.16,0,0.13,1.1,1.4,278,27.15,22.5,781,47.7645,37.5232
2019,1,4,13,0,186,805,781,111,940,806,0,2.8,42.29,0,0.13,1.1,1.5,276,26.98,22.8,781,46.2101,36.3012
2019,1,4,13,30,163,832,765,112,928,783,0,2.8,43.67,0,0.13,1.1,1.5,276,26.98,22.8,781,45.0965,35.4172
2019,1,4,14,0,177,781,718,113,909,742,7,3,46.19,0,0.13,1.1,1.5,276,27.52,22.7,780,42.0154,32.9799
2019,1,4,14,30,131,837,673,113,880,683,0,3,49.66,0,0.13,1.1,1.6,281,28.19,22.3,780,38.9276,30.5295
2019,1,4,15,0,161,705,576,113,842,609,0,3.3,53.91,0,0.13,1.1,1.6,287,29.4,21.9,780,32.7564,25.6547
2019,1,4,15,30,145,666,490,109,797,522,0,3.3,58.76,0,0.13,1,1.6,297,30.72,21.2,781,27.2058,21.2627
2019,1,4,16,0,104,718,418,102,733,422,0,4,64.08,0,0.13,1,1.6,307,33.87,20.4,781,22.4447,17.4831
2019,1,4,16,30,98,599,305,90,649,315,0,3.9,69.76,0,0.13,0.8,1.7,321,37.16,18.9,781,15.6476,12.121
2019,1,4,17,0,88,368,179,74,526,204,3,7.2,75.7,54,0.13,0.6,1.7,336,50.68,17.5,781,8.7012,6.6784
2019,1,4,17,30,54,132,73,51,344,100,4,7.2,81.85,100,0.13,0.6,1.7,336,50.68,17.5,781,0,0
2019,1,4,18,0,13,20,14,16,88,19,4,6.7,88.05,57,0.13,0.5,1.7,331,57.44,15,782,0,0
2019,1,4,18,30,0,0,0,0,0,0,7,6.7,94.76,0,0.13,0.6,1.7,167,58.93,14.6,782,0,0
2019,1,4,19,0,0,0,0,0,0,0,7,6.1,101.35,0,0.13,0.7,1.7,3,58.17,14.2,783,0,0
2019,1,4,19,30,0,0,0,0,0,0,7,6.1,108.03,0,0.13,0.7,1.7,16,60.87,13.5,783,0,0
2019,1,4,20,0,0,0,0,0,0,0,0,5.9,114.77,0,0.13,0.8,1.7,29,62.98,12.8,783,0,0
2019,1,4,20,30,0,0,0,0,0,0,0,5.9,121.57,0,0.13,0.8,1.7,38,65.07,12.3,783,0,0
2019,1,4,21,0,0,0,0,0,0,0,7,5.7,128.41,0,0.13,0.8,1.7,47,66.13,11.8,783,0,0
2019,1,4,21,30,0,0,0,0,0,0,7,5.7,135.29,0,0.13,0.8,1.7,55,67.01,11.6,783,0,0
2019,1,4,22,0,0,0,0,0,0,0,7,5.4,142.19,0,0.13,0.8,1.7,62,66.44,11.4,783,0,0
2019,1,4,22,30,0,0,0,0,0,0,7,5.4,149.11,0,0.13,0.8,1.7,71,66.88,11.3,783,0,0
2019,1,4,23,0,0,0,0,0,0,0,7,5,156.02,0,0.13,0.7,1.7,79,65.48,11.2,783,0,0
2019,1,4,23,30,0,0,0,0,0,0,7,5,162.91,0,0.13,0.7,1.7,90,65.48,11.2,783,0,0
2019,1,5,0,0,0,0,0,0,0,0,0,4.6,169.69,0,0.13,0.7,1.7,101,63.77,11.2,782,0,0
2019,1,5,0,30,0,0,0,0,0,0,0,4.6,175.72,0,0.13,0.7,1.7,110,63.35,11.3,782,0,0
2019,1,5,1,0,0,0,0,0,0,0,0,4.3,174.68,0,0.13,0.6,1.7,120,61.93,11.3,782,0,0
2019,1,5,1,30,0,0,0,0,0,0,0,4.3,168.33,0,0.13,0.6,1.7,125,61.93,11.3,782,0,0
2019,1,5,2,0,0,0,0,0,0,0,0,4,161.52,0,0.13,0.5,1.7,131,60.64,11.3,782,0,0
2019,1,5,2,30,0,0,0,0,0,0,0,4,154.62,0,0.13,0.3,1.7,128,61.04,11.2,782,0,0
2019,1,5,3,0,0,0,0,0,0,0,0,3.9,147.7,0,0.13,0.2,1.8,126,60.98,11.1,782,0,0
2019,1,5,3,30,0,0,0,0,0,0,0,3.9,140.78,0,0.13,0.2,1.8,82,61.38,11,782,0,0
2019,1,5,4,0,0,0,0,0,0,0,0,3.8,133.88,0,0.13,0.1,1.8,38,62.16,10.8,782,0,0
2019,1,5,4,30,0,0,0,0,0,0,0,3.8,127.01,0,0.13,0.1,1.8,26,63.42,10.5,782,0,0
2019,1,5,5,0,0,0,0,0,0,0,0,3.9,120.17,0,0.13,0.1,1.8,15,64.34,10.3,782,0,0
2019,1,5,5,30,0,0,0,0,0,0,0,3.9,113.38,0,0.13,0.1,1.8,181,65.21,10.1,782,0,0
2019,1,5,6,0,0,0,0,0,0,0,0,3.9,106.65,0,0.13,0.1,1.8,346,66.07,9.9,782,0,0
2019,1,5,6,30,0,0,0,0,0,0,0,3.9,99.98,0,0.13,0.2,1.8,337,65.28,10.1,783,0,0
2019,1,5,7,0,0,0,0,0,0,0,0,4.2,93.41,0,0.13,0.2,1.8,329,65.88,10.3,783,0,0
2019,1,5,7,30,24,190,35,24,190,35,0,4.2,86.78,0,0.13,0.2,1.8,294,59.65,11.8,783,0,0
2019,1,5,8,0,50,444,123,50,457,125,0,5.5,80.55,7,0.13,0.3,1.8,259,58.74,13.4,784,0,0
2019,1,5,8,30,71,594,230,67,617,233,0,5.5,74.44,7,0.13,0.4,1.8,130,51.64,15.4,784,11.303,8.695
2019,1,5,9,0,81,716,343,81,716,343,0,5.2,68.53,0,0.13,0.5,1.8,0,44.97,17.3,784,17.787,13.798
2019,1,5,9,30,94,773,446,91,783,448,0,5.2,62.91,0,0.13,0.6,1.8,10,41.19,18.7,784,24.1427,18.8219
2019,1,5,10,0,101,828,544,101,828,544,0,4.8,57.67,0,0.13,0.8,1.8,19,36.63,20.1,784,30.3819,23.7578
2019,1,5,10,30,107,860,626,107,860,626,0,4.8,52.92,0,0.13,0.8,1.8,23,34.66,21,784,35.7516,28.0104
2019,1,5,11,0,115,880,695,115,880,695,0,5,48.8,0,0.13,0.9,1.8,26,33.54,21.8,784,40.3229,31.6311
