Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2019,6,21,1,0,0,0,0,0,0,0,6,13.9,136.87,0,0.15,0.3,3,22,84.03,16.6,782,0,0
2019,6,21,1,30,0,0,0,0,0,0,7,13.9,135.38,0,0.15,0.3,3,18,85.11,16.4,782,0,0
2019,6,21,2,0,0,0,0,0,0,0,7,13.7,132.79,0,0.15,0.3,2.9,14,85.4,16.2,782,0,0
2019,6,21,2,30,0,0,0,0,0,0,7,13.7,129.28,0,0.15,0.3,2.9,182,86.38,16,781,0,0
2019,6,21,3,0,0,0,0,0,0,0,7,13.6,125.01,0,0.15,0.2,2.9,351,86.45,15.9,781,0,0
2019,6,21,3,30,0,0,0,0,0,0,7,13.6,120.15,0,0.15,0.2,2.9,320,87.56,15.7,781,0,0
2019,6,21,4,0,0,0,0,0,0,0,7,13.5,114.84,0,0.15,0.1,2.9,290,87.69,15.5,782,0,0
2019,6,21,4,30,0,0,0,0,0,0,7,13.5,109.16,0,0.15,0.1,2.8,238,88.82,15.3,782,0,0
2019,6,21,5,0,0,0,0,0,0,0,7,13.2,103.22,0,0.15,0.2,2.8,186,88.63,15.1,782,0,0
2019,6,21,5,30,0,0,0,0,0,0,7,13.2,97.06,0,0.15,0.3,2.8,194,86.94,15.4,782,0,0
2019,6,21,6,0,4,9,4,4,9,4,7,13.5,90.28,29,0.15,0.4,2.7,201,87.07,15.6,782,0,0
2019,6,21,6,30,38,90,47,42,122,54,3,13.5,84.16,75,0.15,0.6,2.7,199,81.29,16.7,783,0,0
2019,6,21,7,0,82,242,134,84,284,145,0,13.8,77.65,32,0.15,0.9,2.7,197,77.03,17.9,783,6.4244,4.9132
2019,6,21,7,30,122,296,218,117,419,253,3,13.8,71.01,18,0.15,1,2.6,197,70.15,19.4,783,11.0585,8.5523
2019,6,21,8,0,179,123,232,139,524,366,3,13,64.3,0,0.15,1.1,2.6,197,61.17,20.8,783,12.4378,9.6867
2019,6,21,8,30,243,135,315,157,598,478,3,13.1,57.53,0,0.15,1.1,2.6,198,56.51,22.1,783,17.6054,13.7678
2019,6,21,9,0,229,485,536,170,657,586,3,12.2,50.72,0,0.15,1,2.5,198,49.36,23.4,783,30.8818,24.212
2019,6,21,9,30,205,650,674,187,689,684,0,12.2,43.87,0,0.15,0.9,2.5,195,47.05,24.2,783,39.71,31.1856
2019,6,21,10,0,226,670,761,205,708,770,0,11.7,37,0,0.15,0.7,2.5,192,43.04,25.1,783,45.581,35.8369
2019,6,21,10,30,219,725,846,219,725,846,0,11.7,30.12,0,0.15,0.7,2.5,191,42.04,25.5,783,51.2904,40.3575
2019,6,21,11,0,233,733,906,233,733,906,0,11.3,23.26,0,0.15,0.6,2.6,190,40.21,25.9,783,55.4101,43.6226
2019,6,21,11,30,215,777,960,215,777,960,0,11.4,16.45,0,0.15,0.5,2.6,195,39.51,26.2,783,59.0664,46.5178
2019,6,21,12,0,188,826,1002,188,826,1002,0,11.2,9.84,0,0.15,0.5,2.6,200,38.58,26.4,783,61.8775,48.7422
2019,6,21,12,30,210,804,1011,196,820,1013,0,11.2,4.52,0,0.15,0.4,2.6,216,38.81,26.3,783,62.5313,49.2617
2019,6,21,13,0,257,742,994,203,807,1005,0,11.1,6.43,4,0.15,0.4,2.6,232,39.21,26.1,782,61.4536,48.4115
2019,6,21,13,30,307,660,951,204,797,982,0,11.1,12.63,0,0.15,0.4,2.7,266,39.67,25.9,782,58.6512,46.1972
2019,6,21,14,0,307,620,892,204,783,943,0,11.3,19.36,11,0.15,0.4,2.7,301,40.69,25.6,782,54.758,43.1189
2019,6,21,14,30,263,646,843,216,742,882,0,11.3,26.2,4,0.15,0.5,2.7,314,41.42,25.3,782,51.3829,40.4438
2019,6,21,15,0,244,658,795,231,685,805,0,11.5,33.08,4,0.15,0.6,2.8,327,42.99,24.9,782,47.9698,37.7332
2019,6,21,15,30,230,639,720,230,639,720,0,11.5,39.95,0,0.15,0.7,2.8,331,44.03,24.5,782,42.8473,33.673
2019,6,21,16,0,248,511,598,227,579,623,0,11.7,46.81,0,0.15,0.8,2.9,336,46.21,24,782,34.9254,27.4107
2019,6,21,16,30,251,325,444,209,526,521,3,11.7,53.65,18,0.15,0.9,2.9,339,47.9,23.4,782,25.2784,19.7998
2019,6,21,17,0,196,386,386,187,459,413,7,12.2,60.44,57,0.15,0.9,2.9,342,51.07,22.8,782,21.2252,16.5735
2019,6,21,17,30,159,216,243,158,375,303,7,12.2,67.19,0,0.15,0.9,2.9,342,51.07,22.8,782,12.7428,9.899
2019,6,21,18,0,113,187,165,126,235,191,7,13.2,73.87,46,0.15,0.8,2.9,342,59.81,21.3,782,8.1508,6.2763
2019,6,21,18,30,71,97,87,72,97,88,7,13.2,80.46,100,0.15,0.6,2.9,342,62.51,20.6,783,0,0
2019,6,21,19,0,16,16,17,16,16,17,7,14.2,86.89,86,0.15,0.5,2.9,343,70.01,19.8,783,0,0
2019,6,21,19,30,0,0,0,0,0,0,7,14.2,93.47,0,0.15,0.5,2.9,341,71.32,19.5,783,0,0
2019,6,21,20,0,0,0,0,0,0,0,7,14.1,99.73,0,0.15,0.4,2.9,340,72.95,19.1,783,0,0
2019,6,21,20,30,0,0,0,0,0,0,7,14.1,105.8,0,0.15,0.4,2.9,336,73.86,18.9,783,0,0
2019,6,21,21,0,0,0,0,0,0,0,7,14,111.64,0,0.15,0.3,2.9,333,74.65,18.6,783,0,0
2019,6,21,21,30,0,0,0,0,0,0,7,14,117.17,0,0.15,0.3,2.9,328,75.68,18.4,784,0,0
2019,6,21,22,0,0,0,0,0,0,0,7,13.9,122.3,0,0.15,0.3,2.9,323,76.16,18.2,784,0,0
2019,6,21,22,30,0,0,0,0,0,0,7,13.9,126.92,0,0.15,0.3,2.8,320,77.6,17.9,784,0,0
2019,6,21,23,0,0,0,0,0,0,0,7,13.8,130.89,0,0.15,0.3,2.8,316,77.72,17.7,783,0,0
2019,6,21,23,30,0,0,0,0,0,0,7,13.8,134.03,0,0.15,0.3,2.8,315,78.7,17.5,783,0,0
2019,6,22,0,0,0,0,0,0,0,0,7,13.8,136.16,0,0.15,0.3,2.8,314,80.36,17.2,783,0,0
2019,6,22,0,30,0,0,0,0,0,0,7,13.8,137.14,0,0.15,0.4,2.8,309,81.9,16.9,783,0,0
2019,6,22,1,0,0,0,0,0,0,0,7,13.9,136.87,0,0.15,0.4,2.8,303,83.65,16.7,783,0,0
2019,6,22,1,30,0,0,0,0,0,0,7,13.9,135.4,0,0.15,0.4,2.9,298,84.72,16.5,783,0,0
2019,6,22,2,0,0,0,0,0,0,0,7,14.1,132.82,0,0.15,0.4,2.9,294,86.66,16.3,782,0,0
2019,6,22,2,30,0,0,0,0,0,0,7,14.1,129.31,0,0.15,0.4,2.9,298,87.21,16.2,782,0,0
2019,6,22,3,0,0,0,0,0,0,0,7,14.2,125.05,0,0.15,0.3,2.9,302,89.05,16,782,0,0
2019,6,22,3,30,0,0,0,0,0,0,7,14.2,120.19,0,0.15,0.3,2.9,320,89.05,16,782,0,0
2019,6,22,4,0,0,0,0,0,0,0,7,14.3,114.88,0,0.15,0.3,2.9,338,90.06,15.9,782,0,0
2019,6,22,4,30,0,0,0,0,0,0,7,14.3,109.21,0,0.15,0.3,2.9,169,90.63,15.8,782,0,0
2019,6,22,5,0,0,0,0,0,0,0,7,14.3,103.26,0,0.15,0.3,2.9,1,91.44,15.7,783,0,0
2019,6,22,5,30,0,0,0,0,0,0,7,14.3,97.11,0,0.15,0.4,2.9,3,90.28,15.9,783,0,0
2019,6,22,6,0,3,2,3,3,2,3,7,14.4,90.32,29,0.15,0.5,2.9,5,90.02,16,783,0,0
2019,6,22,6,30,34,21,36,39,57,45,4,14.4,84.21,100,0.15,0.7,2.9,3,87.2,16.5,783,0,0
2019,6,22,7,0,81,86,99,97,171,133,3,14.4,77.7,71,0.15,0.8,2.9,2,84.33,17.1,783,4.7451,3.6286
2019,6,22,7,30,132,151,181,144,282,236,3,14.4,71.06,7,0.15,1,2.9,3,80.7,17.8,783,9.1774,7.097
2019,6,22,8,0,180,252,289,183,373,344,3,14.2,64.35,0,0.15,1.1,2.9,4,75.51,18.6,783,15.4881,12.0618
2019,6,22,8,30,218,395,430,219,433,451,3,14.2,57.58,46,0.15,1.2,2.9,8,71.05,19.6,784,24.0264,18.7888
2019,6,22,9,0,250,452,536,253,472,552,7,13.4,50.77,46,0.15,1.3,2.9,12,63.79,20.5,784,30.8759,24.2071
2019,6,22,9,30,302,412,599,276,518,649,3,13.4,43.92,0,0.15,1.3,2.9,15,60.37,21.4,784,35.2864,27.7113
2019,6,22,10,0,385,264,596,296,553,737,3,12.6,37.05,0,0.15,1.3,2.8,17,54.27,22.3,783,35.6945,28.0637
2019,6,22,10,30,418,351,721,304,591,815,3,12.6,30.17,0,0.15,1.3,2.8,18,52.02,23,783,43.7088,34.3918
2019,6,22,11,0,465,325,763,307,623,879,3,12.1,23.31,0,0.15,1.3,2.8,18,48.15,23.7,783,46.6619,36.7352
2019,6,22,11,30,501,272,762,317,634,925,3,12.1,16.5,0,0.15,1.2,2.8,18,46.45,24.3,783,46.8823,36.9221
2019,6,22,12,0,529,294,819,326,637,954,3,11.7,9.89,0,0.15,1.2,2.8,19,43.7,24.9,783,50.5755,39.8393
2019,6,22,12,30,540,273,812,325,645,968,3,11.7,4.54,0,0.15,1.2,2.8,16,42.92,25.2,783,50.2228,39.5651
2019,6,22,13,0,394,63,457,321,650,967,4,11.4,6.39,0,0.15,1.2,2.7,13,41.11,25.6,782,28.2541,22.2579
2019,6,22,13,30,280,24,303,309,655,948,4,11.4,12.58,0,0.15,1.3,2.7,10,41.11,25.6,782,18.6875,14.7194
2019,6,22,14,0,282,34,314,292,658,913,4,11.3,19.31,0,0.15,1.3,2.8,7,40.86,25.6,782,19.2766,15.1793
2019,6,22,14,30,434,307,710,289,635,859,3,11.3,26.15,0,0.15,1.3,2.8,8,41.59,25.3,782,43.2789,34.0652
2019,6,22,15,0,327,179,477,284,602,789,4,11.5,33.03,0,0.15,1.4,2.8,8,42.96,25,782,28.7844,22.642
2019,6,22,15,30,246,36,274,273,564,706,4,11.5,39.9,0,0.15,1.4,2.9,10,44.79,24.3,782,16.3077,12.816
2019,6,22,16,0,306,234,466,259,515,612,7,12,46.76,14,0.15,1.4,2.9,11,47.92,23.7,782,27.2204,21.3638
2019,6,22,16,30,248,355,459,236,463,511,7,12,53.6,36,0.15,1.4,3,14,50.28,22.9,782,26.1381,20.4736
2019,6,22,17,0,215,159,294,208,398,405,7,12.7,60.4,0,0.15,1.4,3,17,55.3,22.1,782,16.1702,12.6266
2019,6,22,17,30,126,23,135,173,317,296,6,12.7,67.14,0,0.15,1.4,3,17,55.3,22.1,782,7.0822,5.5019
2019,6,22,18,0,89,22,95,131,196,186,6,13.8,73.83,43,0.15,1.1,3.2,27,66.16,20.3,782,4.6946,3.6152
2019,6,22,18,30,54,18,57,71,79,84,6,13.8,80.42,100,0.15,0.9,3.2,33,69.6,19.5,783,0,0
2019,6,22,19,0,14,6,14,15,12,16,6,14.7,86.84,86,0.15,0.8,3.2,39,77.47,18.7,783,0,0
2019,6,22,19,30,0,0,0,0,0,0,6,14.7,93.42,0,0.15,0.7,3.3,44,78.93,18.4,783,0,0
2019,6,22,20,0,0,0,0,0,0,0,7,14.9,99.69,0,0.15,0.7,3.3,50,82.31,18,783,0,0
2019,6,22,20,30,0,0,0,0,0,0,7,14.9,105.76,0,0.15,0.6,3.3,57,83.34,17.8,783,0,0
2019,6,22,21,0,0,0,0,0,0,0,7,15.1,111.6,0,0.15,0.5,3.3,65,85.3,17.6,784,0,0
2019,6,22,21,30,0,0,0,0,0,0,7,15.1,117.13,0,0.15,0.4,3.3,89,85.84,17.5,784,0,0
2019,6,22,22,0,0,0,0,0,0,0,7,15.1,122.27,0,0.15,0.3,3.3,112,87.07,17.3,784,0,0
2019,6,22,22,30,0,0,0,0,0,0,7,15.1,126.9,0,0.15,0.4,3.3,141,87.62,17.2,784,0,0
2019,6,22,23,0,0,0,0,0,0,0,0,15,130.87,0,0.15,0.4,3.2,169,87.58,17.1,784,0,0
2019,6,22,23,30,0,0,0,0,0,0,0,15,134.02,0,0.15,0.4,3.2,186,88.69,16.9,784,0,0
2019,6,23,0,0,0,0,0,0,0,0,0,14.9,136.16,0,0.15,0.5,3.2,204,88.34,16.8,783,0,0
2019,6,23,0,30,0,0,0,0,0,0,0,14.9,137.14,0,0.15,0.4,3.2,212,89.46,16.6,783,0,0
2019,6,23,1,0,0,0,0,0,0,0,0,14.7,136.89,0,0.15,0.4,3.1,220,89.85,16.4,783,0,0
2019,6,23,1,30,0,0,0,0,0,0,0,14.7,135.42,0,0.15,0.4,3.1,233,90.43,16.3,783,0,0
2019,6,23,2,0,0,0,0,0,0,0,0,14.6,132.85,0,0.15,0.4,3.1,246,90.69,16.1,783,0,0
2019,6,23,2,30,0,0,0,0,0,0,3,14.6,129.34,0,0.15,0.4,3.1,253,91.27,16,783,0,0
2019,6,23,3,0,0,0,0,0,0,0,4,14.3,125.08,0,0.15,0.5,3.1,260,89.73,16,782,0,0
2019,6,23,3,30,0,0,0,0,0,0,4,14.3,120.23,0,0.15,0.5,3,279,90.31,15.9,782,0,0
2019,6,23,4,0,0,0,0,0,0,0,4,14.1,114.92,0,0.15,0.4,3,299,89.48,15.8,782,0,0
2019,6,23,4,30,0,0,0,0,0,0,4,14.1,109.25,0,0.15,0.5,3,316,91.21,15.5,782,0,0
2019,6,23,5,0,0,0,0,0,0,0,3,13.8,103.31,0,0.15,0.5,2.9,333,90.85,15.3,783,0,0
2019,6,23,5,30,0,0,0,0,0,0,7,13.8,97.16,0,0.15,0.5,2.9,334,90.85,15.3,783,0,0
2019,6,23,6,0,3,5,3,3,5,3,0,13.9,90.36,0,0.15,0.6,2.9,335,90.98,15.4,783,0,0
2019,6,23,6,30,40,87,49,40,87,49,0,13.9,84.26,0,0.15,0.8,2.9,336,85.91,16.3,783,0,0
2019,6,23,7,0,91,223,138,91,223,138,0,14.4,77.75,0,0.15,0.9,2.9,337,84.18,17.1,783,6.6126,5.0562
2019,6,23,7,30,129,353,243,129,353,243,0,14.4,71.11,0,0.15,0.9,2.9,345,78.07,18.3,783,12.3154,9.523
2019,6,23,8,0,155,460,354,155,460,354,0,13.8,64.4,0,0.15,1,2.9,354,70.26,19.4,783,18.9647,14.7688
2019,6,23,8,30,175,541,465,175,541,465,0,13.8,57.63,0,0.15,0.9,2.9,182,64.85,20.7,783,25.9753,20.3123
2019,6,23,9,0,189,608,573,189,608,573,0,12.5,50.82,0,0.15,0.9,2.9,11,55.13,21.9,783,33.001,25.8728
2019,6,23,9,30,203,650,671,203,650,671,0,12.5,43.97,0,0.15,0.8,2.9,20,52.2,22.8,783,39.5223,31.0376
2019,6,23,10,0,215,682,759,215,682,759,0,11.7,37.1,0,0.15,0.8,2.9,28,47.09,23.6,783,45.4519,35.7349
2019,6,23,10,30,226,704,834,226,704,834,0,11.7,30.22,0,0.15,0.7,2.9,34,45.7,24.1,783,50.5553,39.7787
2019,6,23,11,0,236,719,896,236,719,896,0,11.3,23.36,0,0.15,0.7,3,40,43.26,24.6,783,54.7926,43.1362
2019,6,23,11,30,219,763,950,219,763,950,0,11.3,16.54,0,0.15,0.6,3,44,42.75,24.8,783,58.4474,46.0301
2019,6,23,12,0,354,556,902,193,810,991,0,11.3,9.93,14,0.15,0.6,3,48,42.54,24.9,782,55.7,43.876
2019,6,23,12,30,396,461,856,199,807,1003,3,11.3,4.55,0,0.15,0.5,3.1,66,43.04,24.7,782,52.9441,41.709
2019,6,23,13,0,365,56,421,203,799,997,4,11.6,6.34,0,0.15,0.4,3.1,85,44.65,24.4,782,26.0288,20.5048
2019,6,23,13,30,197,12,209,203,791,975,4,11.6,12.53,0,0.15,0.4,3.1,148,45.72,24,782,12.8904,10.1533
2019,6,23,14,0,80,0,80,201,779,936,8,12,19.26,0,0.15,0.3,3.2,211,48.05,23.6,781,4.9114,3.8675
2019,6,23,14,30,83,0,83,209,745,878,6,12,26.1,0,0.15,0.4,3.2,256,49.51,23.1,781,5.0597,3.9825
2019,6,23,15,0,137,7,143,217,698,803,8,12.5,32.98,0,0.15,0.4,3.2,301,52.41,22.7,781,8.63,6.7885
2019,6,23,15,30,330,88,398,210,665,721,8,12.5,39.85,0,0.15,0.5,3.3,317,54.02,22.2,781,23.6906,18.6183
2019,6,23,16,0,308,253,481,201,622,627,7,12.9,46.72,0,0.15,0.5,3.3,334,57.32,21.7,781,28.1002,22.0545
2019,6,23,16,30,265,240,408,185,573,525,4,12.9,53.55,0,0.15,0.6,3.3,339,59.09,21.2,781,23.2389,18.203
2019,6,23,17,0,209,185,301,166,509,418,4,13.3,60.35,0,0.15,0.7,3.4,344,63.09,20.6,781,16.5602,12.9315
2019,6,23,17,30,159,213,242,142,426,308,7,13.3,67.1,0,0.15,0.7,3.4,344,63.09,20.6,781,12.6996,9.8663
2019,6,23,18,0,109,169,156,117,284,196,7,13.9,73.78,43,0.14,0.6,3.4,347,71.11,19.3,781,7.7126,5.9397
2019,6,23,18,30,63,108,81,72,131,94,7,13.9,80.37,100,0.14,0.6,3.4,346,73.82,18.7,781,0,0
2019,6,23,19,0,19,25,20,19,25,20,7,14.6,86.8,86,0.14,0.5,3.4,345,80.09,18.1,782,0,0
2019,6,23,19,30,0,0,0,0,0,0,6,14.6,93.38,0,0.14,0.5,3.4,346,81.61,17.8,782,0,0
2019,6,23,20,0,0,0,0,0,0,0,6,14.9,99.65,0,0.14,0.5,3.4,347,84.78,17.5,782,0,0
2019,6,23,20,30,0,0,0,0,0,0,6,14.9,105.72,0,0.14,0.4,3.4,340,85.85,17.3,782,0,0
2019,6,23,21,0,0,0,0,0,0,0,8,15.1,111.57,0,0.14,0.4,3.4,334,87.86,17.1,783,0,0
2019,6,23,21,30,0,0,0,0,0,0,8,15.1,117.1,0,0.14,0.4,3.4,320,88.97,16.9,783,0,0
2019,6,23,22,0,0,0,0,0,0,0,8,15,122.24,0,0.14,0.4,3.4,306,89.26,16.8,783,0,0
2019,6,23,22,30,0,0,0,0,0,0,7,15,126.88,0,0.14,0.4,3.4,289,90.4,16.6,783,0,0
2019,6,23,23,0,0,0,0,0,0,0,8,14.9,130.86,0,0.14,0.4,3.4,272,91.06,16.4,783,0,0
2019,6,23,23,30,0,0,0,0,0,0,8,14.9,134.01,0,0.14,0.5,3.4,263,92.11,16.2,782,0,0
2019,6,24,0,0,0,0,0,0,0,0,8,14.7,136.16,0,0.14,0.6,3.4,255,92.24,16,782,0,0
2019,6,24,0,30,0,0,0,0,0,0,8,14.7,137.15,0,0.14,0.6,3.3,252,92.83,15.9,782,0,0
2019,6,24,1,0,0,0,0,0,0,0,8,14.6,136.91,0,0.14,0.6,3.3,249,92.32,15.8,782,0,0
2019,6,24,1,30,0,0,0,0,0,0,4,14.6,135.45,0,0.14,0.7,3.3,247,92.91,15.7,782,0,0
2019,6,24,2,0,0,0,0,0,0,0,4,14.4,132.88,0,0.14,0.7,3.3,244,92.53,15.6,782,0,0
2019,6,24,2,30,0,0,0,0,0,0,8,14.4,129.38,0,0.14,0.7,3.3,238,93.12,15.5,782,0,0
2019,6,24,3,0,0,0,0,0,0,0,8,14.3,125.13,0,0.14,0.7,3.2,232,93.05,15.4,782,0,0
2019,6,24,3,30,0,0,0,0,0,0,7,14.3,120.28,0,0.14,0.6,3.2,223,93.05,15.4,782,0,0
2019,6,24,4,0,0,0,0,0,0,0,7,14.2,114.97,0,0.14,0.6,3.2,214,93.03,15.3,782,0,0
2019,6,24,4,30,0,0,0,0,0,0,7,14.2,109.3,0,0.14,0.6,3.1,208,93.63,15.2,782,0,0
2019,6,24,5,0,0,0,0,0,0,0,7,14,103.36,29,0.14,0.6,3.1,202,92.93,15.1,782,0,0
2019,6,24,5,30,0,0,0,0,0,0,7,14,97.21,0,0.14,0.7,3.1,197,92.34,15.2,782,0,0
2019,6,24,6,0,1,0,1,5,15,5,7,13.9,90.88,29,0.14,0.8,3,193,90.94,15.4,782,0,0
2019,6,24,6,30,12,0,12,39,190,58,8,13.9,84.31,100,0.14,1.1,3,191,88.08,15.9,782,0,0
2019,6,24,7,0,24,0,24,67,401,152,7,13.9,77.8,71,0.14,1.3,3,189,84.76,16.5,782,1.1497,0.879
2019,6,24,7,30,36,0,36,86,544,262,4,13.9,71.16,0,0.14,1.4,3,188,80.07,17.4,782,1.8237,1.4101
2019,6,24,8,0,72,0,72,98,647,377,4,13.1,64.45,0,0.14,1.6,2.9,186,71.46,18.3,783,3.8558,3.0026
2019,6,24,8,30,139,5,142,109,715,491,4,13.1,57.68,0,0.14,1.5,2.9,186,67.15,19.3,783,7.9302,6.2011
2019,6,24,9,0,140,6,144,116,765,599,4,12.2,50.87,0,0.14,1.5,2.9,186,59.13,20.4,783,8.2919,6.5007
2019,6,24,9,30,198,13,207,124,801,700,4,12.2,44.02,0,0.14,1.5,2.9,186,56.3,21.2,783,12.1907,9.5735
2019,6,24,10,0,362,70,418,130,827,789,4,11.8,37.15,0,0.14,1.4,3,187,52.04,22.1,783,25.0289,19.6779
2019,6,24,10,30,416,76,482,135,846,866,4,11.8,30.27,0,0.14,1.4,3,186,50.49,22.6,783,29.2156,22.9878
2019,6,24,11,0,476,178,639,141,859,929,4,11.7,23.4,7,0.14,1.4,3,185,48.69,23.1,782,39.0748,30.762
2019,6,24,11,30,442,88,526,144,868,976,4,11.7,16.59,4,0.14,1.3,3,185,48.4,23.2,782,32.3602,25.4852
2019,6,24,12,0,469,78,546,147,873,1007,4,11.7,9.97,0,0.14,1.3,3,184,48.04,23.3,782,33.7159,26.5586
2019,6,24,12,30,348,56,404,149,874,1020,6,11.7,4.56,0,0.14,1.3,3,185,48.33,23.2,782,24.9876,19.685
2019,6,24,13,0,112,3,115,149,871,1015,6,11.8,6.29,0,0.14,1.3,3.1,187,49.4,23,781,7.1101,5.6011
2019,6,24,13,30,228,15,243,148,867,995,6,11.8,12.48,0,0.14,1.3,3.1,188,50.31,22.7,781,14.9878,11.8053
2019,6,24,14,0,399,36,433,146,859,957,6,12.1,19.21,0,0.14,1.3,3.1,189,52.27,22.4,781,26.5843,20.9338
2019,6,24,14,30,404,62,460,148,837,900,6,12.1,26.05,0,0.14,1.2,3.1,189,53.23,22.1,781,28.0433,22.0733
2019,6,24,15,0,411,238,611,151,806,828,7,12.5,32.93,0,0.14,1.2,3.2,189,55.37,21.8,781,36.8768,29.0079
2019,6,24,15,30,373,255,569,147,779,745,7,12.5,39.8,0,0.14,1.3,3.2,188,56.74,21.4,781,33.8731,26.6209
2019,6,24,16,0,331,137,425,141,743,651,7,12.8,46.67,0,0.14,1.3,3.2,187,59.32,21,781,24.8326,19.4901
2019,6,24,16,30,259,115,327,130,703,548,7,12.8,53.5,0,0.14,1.3,3.2,188,61.17,20.5,781,18.6293,14.5926
2019,6,24,17,0,153,50,178,116,651,439,4,13.1,60.3,0,0.14,1.3,3.2,188,64.54,20,781,9.796,7.6497
2019,6,24,17,30,69,1,69,102,574,326,4,13.1,67.05,0,0.14,1.3,3.2,188,64.54,20,781,3.6224,2.8144
2019,6,24,18,0,53,18,58,88,445,213,4,13.8,73.74,43,0.14,1.2,3.3,190,72.96,18.7,781,2.8686,2.2093
2019,6,24,18,30,22,5,23,62,276,108,4,13.8,80.33,100,0.14,1.1,3.3,191,75.75,18.1,781,0,0
2019,6,24,19,0,6,0,6,24,85,29,4,14.3,86.76,86,0.14,1,3.3,191,82.17,17.4,782,0,0
2019,6,24,19,30,0,0,0,0,0,0,7,14.3,93.35,0,0.14,1,3.3,192,83.74,17.1,782,0,0
2019,6,24,20,0,0,0,0,0,0,0,6,14.5,99.61,0,0.14,1.1,3.3,192,86.29,16.8,782,0,0
2019,6,24,20,30,0,0,0,0,0,0,6,14.5,105.69,0,0.14,1.1,3.3,193,87.39,16.6,782,0,0
2019,6,24,21,0,0,0,0,0,0,0,6,14.5,111.54,0,0.14,1.1,3.3,194,88.68,16.4,782,0,0
2019,6,24,21,30,0,0,0,0,0,0,6,14.5,117.08,0,0.14,1.1,3.3,196,89.25,16.3,782,0,0
2019,6,24,22,0,0,0,0,0,0,0,6,14.5,122.22,0,0.14,1.1,3.3,198,89.74,16.2,783,0,0
2019,6,24,22,30,0,0,0,0,0,0,7,14.5,126.86,0,0.14,1.1,3.3,200,90.31,16.1,783,0,0
2019,6,24,23,0,0,0,0,0,0,0,7,14.4,130.85,0,0.14,1.1,3.2,202,90.35,16,783,0,0
2019,6,24,23,30,0,0,0,0,0,0,7,14.4,134.01,0,0.14,1.1,3.2,204,90.81,15.9,782,0,0
2019,6,25,0,0,0,0,0,0,0,0,7,14.2,136.17,0,0.14,1.1,3.2,206,90.38,15.8,782,0,0
2019,6,25,0,30,0,0,0,0,0,0,7,14.2,137.17,0,0.14,1.1,3.2,208,90.96,15.7,782,0,0
2019,6,25,1,0,0,0,0,0,0,0,7,14.1,136.93,0,0.14,1,3.2,209,91.08,15.5,782,0,0
2019,6,25,1,30,0,0,0,0,0,0,6,14,135.48,0,0.14,1,3.2,210,91.66,15.4,782,0,0
2019,6,25,2,0,0,0,0,0,0,0,6,13.8,132.92,0,0.14,1.1,3.1,212,90.82,15.3,782,0,0
2019,6,25,2,30,0,0,0,0,0,0,6,13.8,129.43,0,0.14,1,3.1,212,91.41,15.2,782,0,0
2019,6,25,3,0,0,0,0,0,0,0,6,13.5,125.18,0,0.14,0.9,3.1,213,90.8,15,781,0,0
2019,6,25,3,30,0,0,0,0,0,0,6,13.5,120.33,0,0.14,0.8,3,214,91.39,14.9,781,0,0
2019,6,25,4,0,0,0,0,0,0,0,7,13.2,115.02,0,0.14,0.8,3,214,90.87,14.7,781,0,0
2019,6,25,4,30,0,0,0,0,0,0,7,13.2,109.36,0,0.14,0.7,3,213,92.05,14.5,781,0,0
2019,6,25,5,0,0,0,0,0,0,0,7,12.9,103.42,0,0.14,0.6,2.9,213,91.91,14.2,781,0,0
2019,6,25,5,30,0,0,0,0,0,0,8,12.9,97.26,0,0.14,0.6,2.9,208,90.85,14.4,782,0,0
2019,6,25,6,0,2,0,2,5,29,5,8,12.9,90.94,29,0.14,0.7,2.8,202,90.41,14.5,782,0,0
2019,6,25,6,30,20,0,20,34,274,61,4,13,84.36,100,0.14,1,2.8,201,85.89,15.3,782,0,0
2019,6,25,7,0,57,1,57,55,496,159,4,12.9,77.85,71,0.14,1.2,2.8,199,81.86,16,782,2.7299,2.087
2019,6,25,7,30,115,29,124,68,631,271,4,12.9,71.22,0,0.14,1.5,2.7,198,75.87,17.2,782,6.278,4.8538
2019,6,25,8,0,156,25,167,78,720,388,4,12.1,64.51,0,0.14,1.7,2.7,197,67.19,18.3,783,8.9395,6.9611
2019,6,25,8,30,217,51,244,86,779,502,4,12.1,57.74,0,0.14,1.8,2.7,197,62.36,19.5,783,13.6222,10.6518
2019,6,25,9,0,225,33,246,92,821,610,4,11.5,50.92,0,0.14,1.9,2.7,198,55.54,20.7,783,14.1626,11.1031
2019,6,25,9,30,232,21,247,98,853,711,4,11.5,44.07,0,0.14,1.9,2.7,199,52.57,21.6,783,14.5444,11.4217
2019,6,25,10,0,335,52,376,104,876,802,4,11.3,37.2,29,0.14,1.8,2.7,200,49.08,22.5,783,22.5117,17.6988
2019,6,25,10,30,439,145,564,107,894,879,4,11.3,30.32,0,0.14,1.7,2.7,201,47.33,23.1,783,34.1833,26.8964
